ts_us,strategy,slug,asset,tf,action,side,price,size,notional,order_id,fill_simulated,inv_up,inv_dn,cash_spent,cash_received,cash_recovered,rebates,taker_fees,slug_pnl_so_far,slug_offset_s,trigger_reason,sleeve_id
1779321637759520,ACC-M,btc-updown-5m-1779321600,BTC,5m,POST_BID,dn,0.41,20,8.20,ACC-M-00000361,0,0,0,5.05,0,4.95,0,0,-0.10,33.268701,post_initial_bid,poly_acc_m_btc_5m_shadow
1779321642369459,ACC-M,btc-updown-5m-1779321600,BTC,5m,CANCEL,up,0.58,20,11.60,ACC-M-00000360,0,0,0,5.05,0,4.95,0,0,-0.10,37.87864,cancel_displaced_3c,poly_acc_m_btc_5m_shadow
1779321642983878,ACC-M,btc-updown-5m-1779321600,BTC,5m,POST_BID,up,0.52,20,10.40,ACC-M-00000362,0,0,0,5.05,0,4.95,0,0,-0.10,38.493059,post_initial_bid,poly_acc_m_btc_5m_shadow
1779321643087036,ACC-M,btc-updown-5m-1779321600,BTC,5m,CANCEL,up,0.52,20,10.40,ACC-M-00000362,0,0,0,5.05,0,4.95,0,0,-0.10,38.596217,cancel_displaced_3c,poly_acc_m_btc_5m_shadow
1779321643087036,ACC-M,btc-updown-5m-1779321600,BTC,5m,POST_BID,up,0.55,20,11.00,ACC-M-00000363,0,0,0,5.05,0,4.95,0,0,-0.10,38.596217,post_initial_bid,poly_acc_m_btc_5m_shadow
1779321643292712,ACC-M,btc-updown-5m-1779321600,BTC,5m,CANCEL,dn,0.41,20,8.20,ACC-M-00000361,0,0,0,5.05,0,4.95,0,0,-0.10,38.801893,cancel_displaced_3c,poly_acc_m_btc_5m_shadow
1779321643292712,ACC-M,btc-updown-5m-1779321600,BTC,5m,POST_BID,dn,0.44,20,8.80,ACC-M-00000364,0,0,0,5.05,0,4.95,0,0,-0.10,38.801893,post_initial_bid,poly_acc_m_btc_5m_shadow
1779321655702317,ACC-M,btc-updown-5m-1779321600,BTC,5m,CANCEL,up,0.55,20,11.00,ACC-M-00000363,0,0,0,5.05,0,4.95,0,0,-0.10,51.211498,cancel_displaced_3c,poly_acc_m_btc_5m_shadow
1779321655702317,ACC-M,btc-updown-5m-1779321600,BTC,5m,POST_BID,up,0.52,20,10.40,ACC-M-00000365,0,0,0,5.05,0,4.95,0,0,-0.10,51.211498,post_initial_bid,poly_acc_m_btc_5m_shadow
1779321655909667,ACC-M,btc-updown-5m-1779321600,BTC,5m,CANCEL,up,0.52,20,10.40,ACC-M-00000365,0,0,0,5.05,0,4.95,0,0,-0.10,51.418848,cancel_displaced_3c,poly_acc_m_btc_5m_shadow
1779321656013038,ACC-M,btc-updown-5m-1779321600,BTC,5m,CANCEL,dn,0.44,20,8.80,ACC-M-00000364,0,0,0,5.05,0,4.95,0,0,-0.10,51.522219,cancel_displaced_3c,poly_acc_m_btc_5m_shadow
