sleeve,asset,tf,gate,n_base,wr_base,dpt_base,sum_pnl,wr_lift_pp,dpt_lift,n_gate,wr_gate,dpt_gate
momo_v2_strong,BTC,15m,g_book_slope_steep_against,142,0.38028169014084506,-8.915048152480047,-1213.5038738951343,-1.937943450174734,-0.20904112492697813,133.0,0.3609022556390977,-9.124089277407025
momo_v2_strong,BTC,15m,g_microprice_skew_with,142,0.38028169014084506,-8.915048152480047,-678.5277578348039,-1.6645326504481417,0.1029993494306467,77.0,0.36363636363636365,-8.8120488030494
momo_v2_strong,BTC,15m,g_depth_high,142,0.38028169014084506,-8.915048152480047,-1028.971971278666,1.9718309859154959,0.9998791426441551,130.0,0.4,-7.915169009835892
momo_v2_strong,BTC,ALL,NONE,568,0.3538732394366197,-9.144377614913838,-5194.00648527106,0.0,0.0,,,
momo_v2_strong,BTC,ALL,g_imb5_with,568,0.3538732394366197,-9.144377614913838,-2528.684471758802,-1.4523058931204536,0.015552807120329248,277.0,0.33935018050541516,-9.128824807793508
momo_v2_strong,BTC,ALL,g_imb5_strong_with,568,0.3538732394366197,-9.144377614913838,-1507.243218989217,-6.815895372233399,-1.6216453778662832,140.0,0.2857142857142857,-10.76602299278012
momo_v2_strong,BTC,ALL,g_microprice_with,568,0.3538732394366197,-9.144377614913838,-2397.458706854086,-0.2310739436619691,-0.22069545873493546,256.0,0.3515625,-9.365073073648773
momo_v2_strong,BTC,ALL,g_spread_wide_skew,568,0.3538732394366197,-9.144377614913838,-448.4068248284598,31.893782047121437,7.077986717086834,217.0,0.6728110599078341,-2.0663908978270036
momo_v2_strong,BTC,ALL,g_book_slope_steep_against,568,0.3538732394366197,-9.144377614913838,-4765.488995623462,-2.247789059941041,-0.0910661750541113,516.0,0.3313953488372093,-9.235443789967949
momo_v2_strong,BTC,ALL,g_microprice_skew_with,568,0.3538732394366197,-9.144377614913838,-2397.458706854086,-0.2310739436619691,-0.22069545873493546,256.0,0.3515625,-9.365073073648773
momo_v2_strong,BTC,ALL,g_depth_high,568,0.3538732394366197,-9.144377614913838,-3520.1098522647353,4.161856384206885,1.9310377537156098,488.0,0.39549180327868855,-7.213339861198228
