source,strategy_id,hypothesis,asset,tf,n_trades,win_rate,dpt_usd,sharpe,max_dd_usd,p_value,perm_p,boot_lo,gates_passed,n_gates_total,notes,n_gates_passed,rank_score
,BTC_4h_pure_sms_hold3,N_sms_port,BTC,4h,607.0,0.5337726523887973,0.0197878646840246,0.068231417293726,-138.73398898268906,0.1043940116448314,,-0.2821499199776582,G2,4,,1,0.493231417293726
,N3|ETH|h4h|z1.0,N3,ETH,4h_hold,497.0,0.4869215291750503,0.0127784647666685,0.0544429542413472,,0.5904326323546965,0.4735264735264735,-0.0829012650568791,G2,5,OK,1,0.4544429542413472
,BTC_1h_y_next_3_w2_lgb,N8_meta_classifier_lgb,BTC,1h,3828.0,0.501358695652174,,-0.0154440063079379,,,,,G_auc_edge,3,auc=0.525,1,0.4512226603587287
,N3|BTC|h4h|z1.5,N3,BTC,4h_hold,230.0,0.4608695652173913,0.0083744388548721,0.0481922192071519,,0.2622670291041894,0.4865134865134865,-0.1289125910653065,G2,5,OK,1,0.4481922192071519
,BTC_4h_y_next_3_w1_lgb,N8_meta_classifier_lgb,BTC,4h,1027.0,0.4953959484346225,,-0.0450944550438638,,,,,G_auc_edge,3,auc=0.539,1,0.42157221162280284
,ETH_4h_sms_session_londNy_hold3,N_sms_port,ETH,4h,388.0,0.5541237113402062,-0.0234609152338789,-0.0569224366272916,-189.34047700831215,0.0372553820458855,,-0.5750513562789965,G1,4,,1,0.36807756337270836
,N2-cross_to_neg|BTC|h4h|z2.0,N2-cross_to_neg,BTC,4h_hold,178.0,0.449438202247191,-0.0064935789739674,-0.0364490906685763,,0.2024604323635347,0.5094905094905094,-0.1530392521553898,G3,5,OK,1,0.3635509093314237
,N2-C_neg|HYPE|h4h|z2.0,N2-C_neg,HYPE,4h_hold,90.0,0.5222222222222223,-0.0190207151756882,-0.0631672007907348,,0.7520332015985951,0.5084915084915085,-0.2076290471776683,G3,5,OK,1,0.3368327992092652
,N2-cross_to_neg|ETH|h72h|z2.0,N2-cross_to_neg,ETH,72h_hold,170.0,0.5235294117647059,-0.0649050298136141,-0.0850577248080222,,0.591484588889974,0.5114885114885115,-0.1467001235302449,G3,5,OK,1,0.3149422751919778
,SOL_1h_pure_sms_atr_trail,N_sms_port,SOL,1h,2644.0,0.4383509833585476,-0.0603046321230952,-0.1160005842608227,-1024.8612328030529,2.478462423059033e-10,,-0.319527564217285,G1,4,,1,0.3089994157391773
,BTC_1h_y_next_3_w1_lgb,N8_meta_classifier_lgb,BTC,1h,3978.0,0.4958563535911602,,-0.175673961887651,,,,,G_auc_edge,3,auc=0.525,1,0.2909927047790156
,BTC_4h_y_next_w3_lgb,N8_meta_classifier_lgb,BTC,4h,848.0,0.5009157509157509,,-0.0329930115241436,,,,,none,3,auc=0.495,0,0.2670069884758564
,N3|SOL|h4h|z2.0,N3,SOL,4h_hold,126.0,0.4444444444444444,-0.0072786751817111,-0.037103412139138,,0.2467062471894174,0.5404595404595405,-0.1806709500441967,none,5,OK,0,0.262896587860862
,SOL_1h_choch_pure_hold5,N_sms_port,SOL,1h,305.0,0.4918032786885246,-0.0200659394386754,-0.067730338221383,-56.62463334624374,0.8188846604410513,,-0.4839024537437942,none,4,,0,0.232269661778617
,N2-B|HYPE|h8h|z1.5,N2-B,HYPE,8h_hold,116.0,0.5,-0.0771219190155907,-0.2036655887055157,,1.0,0.5574425574425574,-0.1970902799998628,G3,5,OK,1,0.19633441129448428
,BTC_4h_bos_pure_hold5,N_sms_port,BTC,4h,132.0,0.4393939393939394,-0.0413443296316408,-0.1282461480711001,-41.92157782296171,0.1914987718734704,,-0.7693070836679324,none,4,,0,0.1717538519288999
,N3|SOL|h4h|z1.5,N3,SOL,4h_hold,257.0,0.4319066147859922,-0.0476913776929333,-0.2374939142159622,,0.033730379034656,0.5924075924075924,-0.1430213161096028,G1,5,OK,1,0.1625060857840378
,SOL_4h_choch_pure_hold5,N_sms_port,SOL,4h,76.0,0.4736842105263157,-0.078885892930443,-0.1624342557428091,-62.592576549462215,0.7310088822226056,,-1.501388808564755,none,4,,0,0.1375657442571909
,N2-cross_to_neg|ETH|h4h|z2.0,N2-cross_to_neg,ETH,4h_hold,168.0,0.4702380952380952,-0.034841544861357,-0.1662646743543097,,0.4875669955799869,0.5664335664335665,-0.1545417895090498,none,5,OK,0,0.1337353256456903
,ETH_4h_pure_sms_hold3,N_sms_port,ETH,4h,552.0,0.5398550724637681,-0.0758254557369491,-0.1691184855172786,-335.8720256113396,0.067122688450302,,-0.5629694468956769,none,4,,0,0.1308815144827214
,N2-cross_to_pos|ETH|h72h|z2.0,N2-cross_to_pos,ETH,72h_hold,170.0,0.4705882352941176,-0.128592661187824,-0.1691188894123459,,0.4901385671039006,0.5764235764235764,-0.1716545083826286,none,5,OK,0,0.1308811105876541
,ETH_1m_cascade_5m_reversion,N1,ETH,1m,15.0,0.6667,0.4394,1.001,-30.48,0.30176,,,G2,4,cascade_5+_60s_5m_reversion,1,0.1259999999999999
,N2-C_neg|ETH|h8h|z2.0,N2-C_neg,ETH,8h_hold,36.0,0.5833333333333334,0.0065212502733088,0.0227420564763696,,0.4050322461407632,0.4985014985014985,-0.3506303054898774,G2,5,OK,1,0.1227420564763696
,N5.2_sweep_nan_to_ETH,N5,ETH,,104.0,0.4134615384615384,-0.0420287483964273,-0.1841079359142747,,0.9060809891584216,,,none,4,DOWN/0.2,0,0.11589206408572528
,SOL_4h_y_next_3_w0_lgb,N8_meta_classifier_lgb,SOL,4h,932.0,0.5,,-0.2191175591196237,,,,,none,3,auc=0.501,0,0.0808824408803763
,ETH_4h_pure_sms_hold5,N_sms_port,ETH,4h,552.0,0.5126811594202898,-0.1405694552776291,-0.2291420532720986,-495.00160718693576,0.5800863689655307,,-0.814079330908961,none,4,,0,0.07085794672790138
,SOL_1m_liq_long_1000k_15m_reversion,N1,SOL,1m,5.0,0.8,0.578,0.935,-18.8,0.375,,,G2,4,liq_long_>=$1000k_15m_reversion,1,0.06000000000000005
,BTC_4h_y_next_3_w2_lgb,N8_meta_classifier_lgb,BTC,4h,1036.0,0.4936594202898551,,-0.4157600785550931,,,,,G_auc_edge,3,auc=0.558,1,0.05090658811157353
,SOL_4h_pure_sms_hold1,N_sms_port,SOL,4h,610.0,0.5229508196721312,-0.087565721715319,-0.3153469316966916,-103.24183541638502,0.2742941944188694,,-0.3688676871000522,none,4,,0,-0.015346931696691601
,BTC_1m_liq_long_100k_5m_reversion,N1,BTC,1m,8.0,0.5,0.2193,0.849,-10.48,1.0,,,G2,4,liq_long_>=$100k_5m_reversion,1,-0.026000000000000023
,N2-B|HYPE|h4h|z1.5,N2-B,HYPE,4h_hold,116.0,0.4568965517241379,-0.1121741344199854,-0.3625787235589841,,0.4034696996553114,0.6123876123876124,-0.2098758596036724,none,5,OK,0,-0.06257872355898408
,ETH_1h_pure_sms_atr_trail,N_sms_port,ETH,1h,2191.0,0.4609767229575536,-0.2202022279599052,-0.4882327422727096,-878.066844433445,0.0002795632659214,,-0.4690195065780835,G1,4,,1,-0.06323274227270959
,N2-cross_to_neg|HYPE|h1h|z2.0,N2-cross_to_neg,HYPE,1h_hold,150.0,0.4266666666666667,-0.0605425717686492,-0.3695325424068482,,0.0860711031859707,0.6143856143856143,-0.1957944252450549,none,5,OK,0,-0.0695325424068482
,N5.2_sweep_nan_to_ETH,N5,ETH,,104.0,0.4326923076923077,-0.0889516649432526,-0.4246193715767031,,0.7855667029242217,,,none,4,DOWN/0.2,0,-0.12461937157670311
,N2-A|SOL|h1h|z1.5,N2-A,SOL,1h_hold,27.0,0.4444444444444444,-0.0319213613838801,-0.2415991816951715,,0.7011080384254456,0.4875124875124875,-0.4658925690058282,G3,5,OK,1,-0.1415991816951715
,BTC_4h_sms_session_asia_hold3,N_sms_port,BTC,4h,246.0,0.4756097560975609,-0.1474861388895732,-0.4562681755008088,-120.37145919430642,0.4831705602293273,,-0.6867422209237068,none,4,,0,-0.1562681755008088
,N2-cross_to_neg|ETH|h1h|z2.0,N2-cross_to_neg,ETH,1h_hold,167.0,0.4191616766467065,-0.0643750636875209,-0.5570112048986489,,0.0439023853580116,0.6903096903096904,-0.2016587416704671,G1,5,OK,1,-0.1570112048986489
,BTC_1m_liq_long_250k_15m_reversion,N1,BTC,1m,6.0,0.6667,0.1797,0.711,-8.02,0.6875,,,G2,4,liq_long_>=$250k_15m_reversion,1,-0.16400000000000003
,ETH_1m_liq_long_1000k_5m_continuation,N1,ETH,1m,7.0,0.4286,0.2802,0.702,-7.59,1.0,,,G2,4,liq_long_>=$1000k_5m_continuation,1,-0.17300000000000004
,N2-cross_to_neg|SOL|h1h|z2.0,N2-cross_to_neg,SOL,1h_hold,177.0,0.4180790960451977,-0.062709144072232,-0.5799557854448671,,0.0350281541912073,0.6633366633366633,-0.2021210102521497,G1,5,OK,1,-0.17995578544486718
,BTC_4h_sms_markov_sized_hold3,N_sms_port,BTC,4h,41.0,0.4634146341463415,-0.04141881317833,-0.1829103938923612,-13.752422672508594,0.755228657504631,,-0.935111143093072,none,4,,0,-0.1829103938923612
,ETH_1h_pure_sms_signal_flip,N_sms_port,ETH,1h,399.0,0.6240601503759399,-0.4003457484423559,-0.6110528633921595,-308.83518769485227,8.210028494661722e-07,,-1.272023708070609,G1,4,,1,-0.18605286339215948
,N3|BTC|h72h|z1.5,N3,BTC,72h_hold,224.0,0.5223214285714286,-0.4513826190438895,-0.589048799747894,,0.5477111012895323,0.7032967032967034,-0.1627513792265845,G3,5,OK,1,-0.18904879974789407
,ETH_1m_liq_long_500k_15m_reversion,N1,ETH,1m,8.0,0.5,0.2981,0.685,-13.46,1.0,,,G2,4,liq_long_>=$500k_15m_reversion,1,-0.18999999999999995
,N2-cross_to_pos|SOL|h8h|z2.0,N2-cross_to_pos,SOL,8h_hold,177.0,0.4632768361581921,-0.171964604633669,-0.5268899549960476,,0.3671138447980253,0.6643356643356644,-0.1828807837522203,none,5,OK,0,-0.22688995499604764
,N5.2_sweep_nan_to_SOL,N5,SOL,,115.0,0.408695652173913,-0.1845799075056775,-0.527107353769258,,0.7224386823060778,,,none,4,UP/0.2,0,-0.227107353769258
,SOL_1h_pure_sms_hold10,N_sms_port,SOL,1h,2644.0,0.4784417549167927,-0.2987604646562365,-0.6722766328922211,-1237.0889276371593,0.0279590346395296,,-0.522885472186069,G1,4,,1,-0.24727663289222107
,N2-B|ETH|h24h|z2.0|reg-ranging,N2-B,ETH,24h_hold,28.0,0.4642857142857143,-0.1255113152164791,-0.2532706272139918,,0.8505540192127228,0.5274725274725275,-0.4043037843159058,none,5,OK,0,-0.2532706272139918
,N2-C_pos|SOL|h24h|z1.5,N2-C_pos,SOL,24h_hold,27.0,0.5185185185185185,-0.1678440240374813,-0.3592019368618264,,1.0,0.5454545454545454,-0.4429431567705241,G3,5,OK,1,-0.25920193686182635
,N5.3_volume_nan_to_ETH,N5,ETH,,62.0,0.3548387096774194,-0.141248550761181,-0.5648537462369214,,0.7802901200826862,,,none,4,UP/0.2,0,-0.26485374623692143
,ETH_1h_bos_pure_hold5,N_sms_port,ETH,1h,507.0,0.4694280078895463,-0.1420369199136706,-0.5679032865596269,-148.83621653939207,0.1826906157054727,,-0.4351594935658247,none,4,,0,-0.26790328655962686
,N2-B|ETH|h4h|z1.5,N2-B,ETH,4h_hold,50.0,0.46,-0.14800770633185,-0.5802537530536134,,0.6718110337653656,0.6003996003996004,-0.3176592235846514,none,5,OK,0,-0.2802537530536134
,ETH_4h_pure_sms_hold10,N_sms_port,ETH,4h,552.0,0.5,-0.4755093903523406,-0.5903033647053427,-853.7661811473447,1.0,,-1.3940508013607482,none,4,,0,-0.29030336470534274
,SOL_1h_pure_sms_signal_flip,N_sms_port,SOL,1h,403.0,0.6153846153846154,-0.5222160462921988,-0.7225109792942614,-297.7405404823414,4.1811483679058775e-06,,-1.4843633706779635,G1,4,,1,-0.29751097929426146
,N2-B|ETH|h72h|z2.0,N2-B,ETH,72h_hold,36.0,0.5555555555555556,-0.2822738867114391,-0.321009048218237,,0.617719317029696,0.5324675324675324,-0.3472528299154135,none,5,OK,0,-0.321009048218237
,N2-B|BTC|h4h|z1.5,N2-B,BTC,4h_hold,64.0,0.40625,-0.1043452211188966,-0.6474160751811359,,0.1686429114397033,0.6313686313686314,-0.3094543161248594,none,5,OK,0,-0.3474160751811359
,BTC_1m_cascade_5m_continuation,N1,BTC,1m,12.0,0.3333,0.2216,0.526,-21.6,0.3877,,,G2,4,cascade_5+_60s_5m_continuation,1,-0.349
,BTC_1h_pure_sms_signal_flip,N_sms_port,BTC,1h,394.0,0.6192893401015228,-0.2994162809454725,-0.7814350417320794,-162.9205489163965,2.5204936828104424e-06,,-0.8032748456671999,G1,4,,1,-0.35643504173207946
,N2-C_neg|ETH|h72h|z2.0,N2-C_neg,ETH,72h_hold,36.0,0.4444444444444444,-0.3177261132885622,-0.3613262225885802,,0.617719317029696,0.5554445554445554,-0.3805950414899026,none,5,OK,0,-0.3613262225885802
,SOL_4h_y_next_3_w3_lgb,N8_meta_classifier_lgb,SOL,4h,900.0,0.4779816513761468,,-0.6737610101168829,,,,,none,3,auc=0.495,0,-0.37376101011688295
,BTC_1h_pure_sms_atr_trail,N_sms_port,BTC,1h,2638.0,0.4397270659590599,-0.2256018682926656,-0.8222523502646453,-995.8525383308566,6.442219778671797e-10,,-0.361347726257138,G1,4,,1,-0.3972523502646453
,N2-C_neg|BTC|h1h|z1.5,N2-C_neg,BTC,1h_hold,64.0,0.484375,-0.0627248799227818,-0.7150994372024054,,0.9006532462520334,0.6073926073926074,-0.2872788921027764,none,5,OK,0,-0.41509943720240544
,N5.2_sweep_nan_to_ETH,N5,ETH,,104.0,0.4038461538461538,-0.075298424163888,-0.7365995637962331,,0.6370694031720558,,,none,4,DOWN/0.2,0,-0.43659956379623316
,SOL_5m_markov_sized,N9_cyclops_N4_markov_sizing,SOL,5m,460.0,0.3869565217391304,-0.1909945341810537,-0.760772866502532,-131.43617002029154,,,,n/a,0,lev=1.777056277056277,0,-0.46077286650253196
,N2-B|BTC|h4h|z2.0,N2-B,BTC,4h_hold,38.0,0.4736842105263157,-0.0674135486593541,-0.4857016286629956,,0.8714146793645341,0.5514485514485514,-0.3819168638060227,none,5,OK,0,-0.4857016286629956
,N5.2_sweep_nan_to_ETH,N5,ETH,,104.0,0.375,-0.140161030468805,-0.8096164862307677,,0.6041025687977419,,,none,4,UP/0.2,0,-0.5096164862307677
,BTC_1h_pure_sms_hold10,N_sms_port,BTC,1h,2638.0,0.4814253222137983,-0.1978740188387326,-0.8328231062092641,-753.4092197452148,0.0589282009168374,,-0.3179519005590371,none,4,,0,-0.5328231062092641
,SOL_1h_sms_session_asia_hold3,N_sms_port,SOL,1h,899.0,0.4961067853170189,-0.1812194753662759,-0.837814389796198,-290.04875857828523,0.8414075603702458,,-0.372023211817561,none,4,,0,-0.537814389796198
,ETH_1h_pure_sms_hold10,N_sms_port,ETH,1h,2191.0,0.5198539479689639,-0.362999875921158,-0.8773308903835332,-978.808231628566,0.0661428762036934,,-0.609743213253741,none,4,,0,-0.5773308903835332
,N2-C_neg|HYPE|h1h|z2.0,N2-C_neg,HYPE,1h_hold,90.0,0.4666666666666667,-0.1724909800818128,-0.9031862083365648,,0.5984117182335189,0.7152847152847153,-0.260830157439704,none,5,OK,0,-0.6031862083365649
,SOL_1h_bos_pure_hold5,N_sms_port,SOL,1h,496.0,0.4616935483870967,-0.3360559017933021,-1.0126997932580093,-199.58838796175644,0.0965447199631905,,-0.7172800672395316,none,4,,0,-0.7126997932580093
,N2-cross_to_pos|BTC|h72h|z2.0,N2-cross_to_pos,BTC,72h_hold,181.0,0.4640883977900552,-0.6389017997872846,-1.0200307353029057,,0.3724648239355134,0.7812187812187812,-0.2238589897537364,none,5,OK,0,-0.7200307353029056
,N5.2_sweep_nan_to_SOL,N5,SOL,,129.0,0.3953488372093023,-0.3040047166267813,-1.1142117031466114,,0.426816495528433,,,none,4,DOWN/0.2,0,-0.8142117031466114
,SOL_15m_bos_AND_liq_hold5,N_sms_port,SOL,15m,16.0,0.3125,0.0138531736836884,0.0574572840341991,-12.700913004236789,0.210113525390625,,-1.3999976868029975,G2,4,,1,-0.8175427159658009
,ETH_1m_liq_long_1000k_15m_reversion,N1,ETH,1m,7.0,0.4286,0.0249,0.054,-13.46,1.0,,,G2,4,liq_long_>=$1000k_15m_reversion,1,-0.821
,ETH_4h_sms_session_asia_hold3,N_sms_port,ETH,4h,224.0,0.4955357142857143,-0.584438478974488,-1.12326609101606,-256.5901962401374,0.9467485607342836,,-1.4845959119049232,none,4,,0,-0.8232660910160599
,BTC_4h_pure_sms_hold1,N_sms_port,BTC,4h,607.0,0.4942339373970346,-0.1837390713759973,-1.1315600315574224,-137.06299168513246,0.8076173435145452,,-0.3575016785557972,none,4,,0,-0.8315600315574223
,SOL_15m_pure_sms_signal_flip,N_sms_port,SOL,15m,1594.0,0.5922208281053952,-0.4582429108899556,-1.2740975837883686,-770.0670679119032,1.848715799062599e-13,,-0.701750038294932,G1,4,,1,-0.8490975837883685
,SOL_15m_pure_sms_hold10,N_sms_port,SOL,15m,11587.0,0.4575817726762751,-0.3041650376744342,-1.2752827052819444,-3654.019692330664,6.967128259906428e-20,,-0.3626950756285013,G1,4,,1,-0.8502827052819444
,SOL_1m_liq_long_1000k_5m_continuation,N1,SOL,1m,5.0,0.4,0.009,0.023,-8.79,1.0,,,G2,4,liq_long_>=$1000k_5m_continuation,1,-0.852
,SOL_5m_baseline_lev2,N9_cyclops_N4_markov_sizing,SOL,5m,460.0,0.3869565217391304,-0.2979131086407109,-1.161185244778009,-202.27490338339183,,,,n/a,0,lev=2.0,0,-0.8611852447780091
,SOL_5m_markov_gate,N9_cyclops_N4_markov_sizing,SOL,5m,460.0,0.3869565217391304,-0.2979131086407109,-1.161185244778009,-202.27490338339183,,,,n/a,0,lev=2.0,0,-0.8611852447780091
,N5.2_sweep_nan_to_ETH,N5,ETH,,1.0,1.0,10.898192709072353,,,,,,G_pos_pnl,4,UP/1.0,1,-0.875
,N5.2_sweep_nan_to_ETH,N5,ETH,,1.0,1.0,7.458747805571565,,,,,,G_pos_pnl,4,UP/1.0,1,-0.875
,N5.2_sweep_nan_to_ETH,N5,ETH,,1.0,1.0,10.276380020754893,,,,,,G_pos_pnl,4,UP/1.0,1,-0.875
,N5.2_sweep_nan_to_ETH,N5,ETH,,1.0,1.0,4.57225713832623,,,,,,G_pos_pnl,4,UP/1.0,1,-0.875
,BTC_1m_liq_long_250k_5m_continuation,N1,BTC,1m,6.0,0.3333,-0.002,-0.009,-5.69,0.6875,,,NONE,4,liq_long_>=$250k_5m_continuation,1,-0.884
,N5.2_sweep_nan_to_ETH,N5,ETH,,104.0,0.4615384615384615,-0.1708703879462741,-1.1910295234342885,,0.4459398826551546,,,none,4,DOWN/0.2,0,-0.8910295234342884
,N2-A|SOL|h24h|z1.5,N2-A,SOL,24h_hold,27.0,0.4814814814814814,-0.432155975962519,-0.9248542775492856,,1.0,0.6073926073926074,-0.4579510675933001,none,5,OK,0,-0.9248542775492856
,N5.2_sweep_nan_to_ETH,N5,ETH,,104.0,0.375,-0.167089864668927,-1.2250343286319698,,0.4330996351163725,,,none,4,UP/0.2,0,-0.9250343286319698
,BTC_1h_pure_sms_hold5,N_sms_port,BTC,1h,2638.0,0.4711902956785443,-0.2394648298139144,-1.3547392106641702,-672.8153480353136,0.0032751591145133,,-0.3309838217550391,G1,4,,1,-0.9297392106641702
,N2-B|BTC|h8h|z2.0,N2-B,BTC,8h_hold,38.0,0.3421052631578947,-0.1571265853863143,-0.9387088703395547,,0.0729513885162305,0.6363636363636364,-0.4446905591179275,none,5,OK,0,-0.9387088703395547
,N2-B|ETH|h72h|z1.5,N2-B,ETH,72h_hold,50.0,0.56,-1.175890887414416,-1.3794154295372356,,0.4798876616983278,0.7202797202797203,-0.3458865022758992,G3,5,OK,1,-0.9794154295372355
,N2-C_neg|ETH|h24h|z1.5,N2-C_neg,ETH,24h_hold,50.0,0.46,-0.6906106175631814,-1.288248131401052,,0.6718110337653656,0.7092907092907093,-0.3716290235389985,none,5,OK,0,-0.988248131401052
,N2-C_pos|SOL|h4h|z2.0,N2-C_pos,SOL,4h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-C_pos|SOL|h8h|z2.0,N2-C_pos,SOL,8h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-C_pos|HYPE|h4h|z1.5,N2-C_pos,HYPE,4h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-C_pos|HYPE|h8h|z2.0,N2-C_pos,HYPE,8h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-C_pos|HYPE|h24h|z1.5,N2-C_pos,HYPE,24h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-C_pos|HYPE|h24h|z2.0,N2-C_pos,HYPE,24h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-C_pos|HYPE|h8h|z1.5,N2-C_pos,HYPE,8h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-C_pos|HYPE|h4h|z2.0,N2-C_pos,HYPE,4h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-A|BTC|h1h|z1.5,N2-A,BTC,1h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-C_neg|SOL|h24h|z2.0,N2-C_neg,SOL,24h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-C_neg|SOL|h8h|z2.0,N2-C_neg,SOL,8h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-A|BTC|h24h|z1.5,N2-A,BTC,24h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-A|BTC|h1h|z2.0,N2-A,BTC,1h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-A|BTC|h72h|z2.0,N2-A,BTC,72h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-A|BTC|h24h|z2.0,N2-A,BTC,24h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-A|BTC|h72h|z1.5,N2-A,BTC,72h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-A|HYPE|h24h|z2.0|reg-ranging,N2-A,HYPE,24h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-B|SOL|h24h|z2.0|reg-trending_dn,N2-B,SOL,24h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-A|HYPE|h1h|z2.0,N2-A,HYPE,1h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-A|HYPE|h1h|z1.5,N2-A,HYPE,1h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-A|HYPE|h4h|z2.0,N2-A,HYPE,4h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-C_pos|HYPE|h72h|z1.5,N2-C_pos,HYPE,72h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-C_pos|HYPE|h72h|z2.0,N2-C_pos,HYPE,72h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-A|HYPE|h4h|z1.5,N2-A,HYPE,4h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-A|HYPE|h24h|z1.5,N2-A,HYPE,24h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-A|HYPE|h8h|z2.0,N2-A,HYPE,8h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-A|HYPE|h8h|z1.5,N2-A,HYPE,8h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-C_pos|HYPE|h1h|z2.0,N2-C_pos,HYPE,1h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-C_pos|HYPE|h1h|z1.5,N2-C_pos,HYPE,1h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-A|HYPE|h72h|z2.0,N2-A,HYPE,72h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-A|HYPE|h72h|z1.5,N2-A,HYPE,72h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-A|HYPE|h24h|z2.0,N2-A,HYPE,24h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-A|SOL|h24h|z2.0|reg-trending_dn,N2-A,SOL,24h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-A|ETH|h72h|z2.0,N2-A,ETH,72h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-C_pos|ETH|h1h|z2.0,N2-C_pos,ETH,1h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-C_pos|ETH|h4h|z1.5,N2-C_pos,ETH,4h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-C_pos|ETH|h4h|z2.0,N2-C_pos,ETH,4h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-C_pos|ETH|h1h|z1.5,N2-C_pos,ETH,1h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-C_pos|ETH|h8h|z1.5,N2-C_pos,ETH,8h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N5.1_corr_BTC_to_ETH,N5,ETH,,,,,,,,,,none,4,/nan,0,-1.0
,N2-C_pos|BTC|h1h|z2.0,N2-C_pos,BTC,1h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N5.1_corr_ETH_to_BTC,N5,BTC,,,,,,,,,,none,4,/nan,0,-1.0
,N2-C_pos|BTC|h1h|z1.5,N2-C_pos,BTC,1h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,SOL_4h_sms_regime_trending_hold3,N_sms_port,SOL,4h,0.0,,,,0.0,,,,none,4,,0,-1.0
,N2-C_pos|BTC|h4h|z1.5,N2-C_pos,BTC,4h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N5.1_corr_BTC_to_SOL,N5,SOL,,,,,,,,,,none,4,/nan,0,-1.0
,N5.1_corr_ETH_to_BTC,N5,BTC,,,,,,,,,,none,4,/nan,0,-1.0
,N5.1_corr_BTC_to_ETH,N5,ETH,,,,,,,,,,none,4,/nan,0,-1.0
,N5.1_corr_BTC_to_ETH,N5,ETH,,,,,,,,,,none,4,/nan,0,-1.0
,N5.1_corr_BTC_to_ETH,N5,ETH,,,,,,,,,,none,4,/nan,0,-1.0
,N5.1_corr_BTC_to_SOL,N5,SOL,,,,,,,,,,none,4,/nan,0,-1.0
,N2-C_pos|SOL|h72h|z2.0,N2-C_pos,SOL,72h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N5.1_corr_BTC_to_ETH,N5,ETH,,,,,,,,,,none,4,/nan,0,-1.0
,N2-C_neg|SOL|h1h|z2.0,N2-C_neg,SOL,1h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N5.1_corr_BTC_to_SOL,N5,SOL,,,,,,,,,,none,4,/nan,0,-1.0
,N5.1_corr_ETH_to_BTC,N5,BTC,,,,,,,,,,none,4,/nan,0,-1.0
,N2-C_pos|BTC|h8h|z1.5,N2-C_pos,BTC,8h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
