fid,slug,outcome,ts,price,size,bid0,ask0,snap_us,age_s,cls
234,btc-updown-5m-1783961100,Up,1783961309,0.7447086488,51.026664,0.8700,0.8800,1783961302039000,6.9610000000000000,MAKER
235,btc-updown-5m-1783961100,Down,1783961282,0.15,50.0,0.1500,0.1600,1783961281969000,0.03100000000000000000,MAKER
236,btc-updown-15m-1783961100,Up,1783961281,0.64,3.25,0.6600,0.6700,1783961280491000,0.50900000000000000000,MAKER
237,btc-updown-5m-1783961100,Up,1783961251,0.74,50.0,,,,,NO_BOOK
238,btc-updown-5m-1783961100,Up,1783961243,0.58,19.0,0.7900,0.8000,1783961229626000,13.3740000000000000,MAKER
239,btc-updown-15m-1783961100,Up,1783961182,0.63,4.0,,,,,NO_BOOK
240,btc-updown-5m-1783961100,Up,1783961170,0.58,35.27,0.7600,0.7700,1783961157050000,12.9500000000000000,MAKER
241,btc-updown-15m-1783961100,Down,1783961161,0.38,27.46,0.3600,0.3700,1783961157188000,3.8120000000000000,TAKER
242,btc-updown-15m-1783960200,Up,1783961086,0.91,30.0,0.9200,0.9400,1783961084074000,1.9260000000000000,MAKER
243,btc-updown-15m-1783960200,Down,1783961084,0.07,30.0,0.0700,0.1000,1783961082548000,1.4520000000000000,MAKER
244,btc-updown-15m-1783960200,Down,1783961084,0.07,30.0,0.0700,0.1000,1783961082548000,1.4520000000000000,MAKER
245,btc-updown-15m-1783960200,Up,1783961077,0.84,30.0,,,,,NO_BOOK
246,btc-updown-15m-1783960200,Up,1783961075,0.83,3.79,,,,,NO_BOOK
247,btc-updown-15m-1783960200,Down,1783961075,0.18,30.0,,,,,NO_BOOK
248,btc-updown-15m-1783960200,Up,1783961074,0.83,30.0,,,,,NO_BOOK
249,btc-updown-15m-1783960200,Down,1783961057,0.07,30.0,,,,,NO_BOOK
250,btc-updown-15m-1783960200,Down,1783961057,0.07,30.0,,,,,NO_BOOK
251,btc-updown-15m-1783960200,Up,1783961042,0.87,30.0,0.8700,0.8800,1783961040810000,1.1900000000000000,MAKER
252,btc-updown-15m-1783960200,Up,1783961038,0.87,30.0,0.8600,0.8700,1783961037769000,0.23100000000000000000,TAKER
253,btc-updown-15m-1783960200,Up,1783961038,0.87,30.0,0.8600,0.8700,1783961037769000,0.23100000000000000000,TAKER
254,btc-updown-15m-1783960200,Up,1783961030,0.82,30.0,0.8200,0.8300,1783961029522000,0.47800000000000000000,MAKER
255,btc-updown-15m-1783960200,Up,1783961030,0.82,30.0,0.8200,0.8300,1783961029522000,0.47800000000000000000,MAKER
256,btc-updown-15m-1783960200,Up,1783961024,0.89,30.0,0.8200,0.8300,1783961023869000,0.13100000000000000000,TAKER
257,btc-updown-15m-1783960200,Up,1783961006,0.83,12.0,,,,,NO_BOOK
258,btc-updown-15m-1783960200,Down,1783961003,0.17,12.23,,,,,NO_BOOK
259,btc-updown-15m-1783960200,Down,1783961003,0.17,25.0,,,,,NO_BOOK
260,btc-updown-15m-1783960200,Up,1783961002,0.82,0.12,,,,,NO_BOOK
261,btc-updown-5m-1783960800,Up,1783960955,0.85,50.0,,,,,NO_BOOK
262,btc-updown-5m-1783960800,Up,1783960955,0.84,0.53,,,,,NO_BOOK
263,btc-updown-15m-1783960200,Up,1783960954,0.47,11.1,,,,,NO_BOOK
264,btc-updown-15m-1783960200,Down,1783960948,0.54,30.0,,,,,NO_BOOK
265,btc-updown-15m-1783960200,Up,1783960927,0.58,30.0,0.5700,0.5800,1783960924018000,2.9820000000000000,TAKER
266,btc-updown-15m-1783960200,Up,1783960901,0.49,12.0,,,,,NO_BOOK
267,btc-updown-15m-1783960200,Up,1783960900,0.48,30.0,,,,,NO_BOOK
268,btc-updown-15m-1783960200,Down,1783960894,0.51,30.0,0.5700,0.5800,1783960879567000,14.4330000000000000,MAKER
269,btc-updown-5m-1783960800,Up,1783960889,0.77,50.0,0.7200,0.7300,1783960880842000,8.1580000000000000,TAKER
270,btc-updown-15m-1783960200,Up,1783960873,0.26,13.0,0.3800,0.3900,1783960872944000,0.05600000000000000000,MAKER
271,btc-updown-15m-1783960200,Down,1783960870,0.74,30.0,0.7000,0.7400,1783960869801000,0.19900000000000000000,TAKER
272,btc-updown-15m-1783960200,Up,1783960867,0.26,10.0,0.2600,0.2700,1783960866889000,0.11100000000000000000,MAKER
273,btc-updown-15m-1783960200,Up,1783960867,0.26,30.0,0.2600,0.2700,1783960866889000,0.11100000000000000000,MAKER
274,btc-updown-15m-1783960200,Up,1783960820,0.37,30.0,,,,,NO_BOOK
275,btc-updown-5m-1783960500,Up,1783960780,0.2,50.0,,,,,NO_BOOK
276,btc-updown-5m-1783960500,Up,1783960774,0.16,45.0,,,,,NO_BOOK
277,btc-updown-5m-1783960500,Up,1783960774,0.16,50.0,,,,,NO_BOOK
278,btc-updown-15m-1783960200,Down,1783960759,0.88,30.0,0.8700,0.8800,1783960751846000,7.1540000000000000,TAKER
279,btc-updown-15m-1783960200,Down,1783960756,0.88,30.0,0.8700,0.8800,1783960751846000,4.1540000000000000,TAKER
280,btc-updown-5m-1783960500,Down,1783960753,0.86,50.0,0.7200,0.7600,1783960751950000,1.0500000000000000,TAKER
281,btc-updown-5m-1783960500,Down,1783960753,0.8299999983,51.807223,0.7200,0.7600,1783960751950000,1.0500000000000000,TAKER
282,btc-updown-15m-1783960200,Down,1783960634,0.89,9.75,0.9100,0.9200,1783960633818000,0.18200000000000000000,MAKER
283,btc-updown-5m-1783960500,Down,1783960631,0.76,50.0,0.8100,0.8200,1783960630914000,0.08600000000000000000,MAKER
284,btc-updown-15m-1783960200,Up,1783960517,0.24,10.0,0.2600,0.2700,1783960516837000,0.16300000000000000000,MAKER
285,btc-updown-5m-1783960200,Up,1783960448,0.06,45.05,0.0500,0.0600,1783960447922000,0.07800000000000000000,TAKER
286,btc-updown-5m-1783960200,Up,1783960448,0.06,50.0,0.0500,0.0600,1783960447922000,0.07800000000000000000,TAKER
287,btc-updown-15m-1783960200,Down,1783960444,0.59,12.0,0.6300,0.6500,1783960442572000,1.4280000000000000,MAKER
288,btc-updown-15m-1783960200,Up,1783960222,0.43,17.0,,,,,NO_BOOK
289,btc-updown-5m-1783959900,Down,1783960163,0.05,50.0,0.1000,0.1100,1783960156462000,6.5380000000000000,MAKER
290,btc-updown-5m-1783959900,Down,1783960163,0.05,50.0,0.1000,0.1100,1783960156462000,6.5380000000000000,MAKER
291,btc-updown-5m-1783959900,Up,1783960126,0.75,50.0,0.7900,0.8000,1783960125994000,0.00600000000000000000,MAKER
292,btc-updown-5m-1783959900,Up,1783960084,0.72,50.0,0.7400,0.7500,1783960083926000,0.07400000000000000000,MAKER
293,btc-updown-5m-1783959900,Up,1783960082,0.72,50.0,0.7300,0.7400,1783960081952000,0.04800000000000000000,MAKER
294,btc-updown-15m-1783959300,Down,1783959710,0.97,30.0,0.9600,0.9700,1783959709277000,0.72300000000000000000,TAKER
295,btc-updown-15m-1783959300,Up,1783959500,0.15,30.0,0.1400,0.1600,1783959498755000,1.2450000000000000,INSIDE
296,btc-updown-5m-1783959300,Up,1783959436,0.05,50.0,,,,,NO_BOOK
297,btc-updown-5m-1783959300,Up,1783959434,0.05,50.0,,,,,NO_BOOK
298,btc-updown-5m-1783959300,Down,1783959376,0.8,50.0,0.8100,0.8200,1783959375888000,0.11200000000000000000,MAKER
299,btc-updown-15m-1783959300,Down,1783959376,0.65,30.0,0.6600,0.6700,1783959375279000,0.72100000000000000000,MAKER
300,btc-updown-5m-1783959000,Down,1783959256,0.88,8.83,0.9600,0.9700,1783959255945000,0.05500000000000000000,MAKER
301,btc-updown-15m-1783958400,Down,1783959196,0.94,12.0,0.9300,0.9500,1783959192640000,3.3600000000000000,INSIDE
302,btc-updown-5m-1783959000,Up,1783959167,0.55,50.0,0.3100,0.3200,1783959152624000,14.3760000000000000,TAKER
303,btc-updown-15m-1783958400,Up,1783959167,0.1,8.0,0.0500,0.0600,1783959152633000,14.3670000000000000,TAKER
304,btc-updown-15m-1783958400,Down,1783959164,0.9,30.0,0.9400,0.9500,1783959152633000,11.3670000000000000,MAKER
305,btc-updown-15m-1783958400,Down,1783959161,0.9,30.0,0.9400,0.9500,1783959152633000,8.3670000000000000,MAKER
306,btc-updown-15m-1783958400,Down,1783959158,0.88,8.58,0.9400,0.9500,1783959152633000,5.3670000000000000,MAKER
307,btc-updown-15m-1783958400,Down,1783959158,0.88,30.0,0.9400,0.9500,1783959152633000,5.3670000000000000,MAKER
308,btc-updown-15m-1783958400,Down,1783959157,0.8899999974,30.337072,0.9400,0.9500,1783959152633000,4.3670000000000000,MAKER
309,btc-updown-15m-1783958400,Down,1783959157,0.89,30.0,0.9400,0.9500,1783959152633000,4.3670000000000000,MAKER
310,btc-updown-15m-1783958400,Down,1783959157,0.88,30.0,0.9400,0.9500,1783959152633000,4.3670000000000000,MAKER
311,btc-updown-5m-1783959000,Up,1783959155,0.32,50.0,0.3100,0.3200,1783959152624000,2.3760000000000000,TAKER
312,btc-updown-15m-1783958400,Down,1783959143,0.89,7.0,0.9300,0.9400,1783959142779000,0.22100000000000000000,MAKER
313,btc-updown-15m-1783958400,Down,1783959128,0.89,30.0,0.8900,0.9000,1783959125965000,2.0350000000000000,MAKER
314,btc-updown-15m-1783958400,Up,1783959122,0.11,30.0,0.1100,0.1200,1783959121889000,0.11100000000000000000,MAKER
315,btc-updown-15m-1783958400,Up,1783959122,0.11,30.0,0.1100,0.1200,1783959121889000,0.11100000000000000000,MAKER
316,btc-updown-15m-1783958400,Up,1783959121,0.11,30.0,0.1000,0.1100,1783959120648000,0.35200000000000000000,TAKER
317,btc-updown-15m-1783958400,Down,1783959103,0.75,30.0,,,,,NO_BOOK
318,btc-updown-5m-1783959000,Up,1783959092,0.67,35.0,,,,,NO_BOOK
319,btc-updown-15m-1783958400,Up,1783959073,0.18,30.0,0.1700,0.1800,1783959069896000,3.1040000000000000,TAKER
320,btc-updown-15m-1783958400,Up,1783959073,0.18,30.0,0.1700,0.1800,1783959069896000,3.1040000000000000,TAKER
321,btc-updown-15m-1783958400,Up,1783959041,0.24,30.0,,,,,NO_BOOK
322,btc-updown-15m-1783958400,Up,1783959020,0.19,6.88,0.1600,0.1700,1783959014177000,5.8230000000000000,TAKER
323,btc-updown-15m-1783958400,Up,1783958998,0.17,18.0,,,,,NO_BOOK
324,btc-updown-15m-1783958400,Up,1783958996,0.17,30.0,,,,,NO_BOOK
325,btc-updown-15m-1783958400,Down,1783958978,0.78,30.0,0.7700,0.7800,1783958971239000,6.7610000000000000,TAKER
326,btc-updown-5m-1783958700,Up,1783958972,0.03,50.0,0.0200,0.0400,1783958971814000,0.18600000000000000000,INSIDE
327,btc-updown-5m-1783958700,Down,1783958965,0.9,51.11111,0.9200,0.9300,1783958964260000,0.74000000000000000000,MAKER
328,btc-updown-5m-1783958700,Down,1783958965,0.9,51.11111,0.9200,0.9300,1783958964260000,0.74000000000000000000,MAKER
329,btc-updown-15m-1783958400,Up,1783958947,0.19,30.0,,,,,NO_BOOK
330,btc-updown-5m-1783958700,Down,1783958929,0.91,35.0,0.9400,0.9500,1783958926318000,2.6820000000000000,MAKER
331,btc-updown-5m-1783958700,Down,1783958911,0.9,40.8,,,,,NO_BOOK
332,btc-updown-15m-1783958400,Down,1783958900,0.74,30.0,,,,,NO_BOOK
333,btc-updown-15m-1783958400,Down,1783958900,0.74,30.0,,,,,NO_BOOK
334,btc-updown-15m-1783958400,Down,1783958891,0.76,30.0,0.8100,0.8200,1783958880838000,10.1620000000000000,MAKER
335,btc-updown-15m-1783958400,Down,1783958891,0.76,30.0,0.8100,0.8200,1783958880838000,10.1620000000000000,MAKER
336,btc-updown-5m-1783958700,Down,1783958885,0.88,50.0,0.9000,0.9200,1783958880895000,4.1050000000000000,MAKER
337,btc-updown-15m-1783958400,Up,1783958800,0.24,30.0,0.2300,0.2400,1783958799445000,0.55500000000000000000,TAKER
338,btc-updown-15m-1783958400,Down,1783958753,0.6,30.0,,,,,NO_BOOK
339,btc-updown-15m-1783958400,Down,1783958738,0.57,20.0,0.5300,0.5400,1783958733504000,4.4960000000000000,TAKER
340,btc-updown-15m-1783958400,Up,1783958723,0.55,11.0,0.4800,0.5400,1783958722836000,0.16400000000000000000,TAKER
341,btc-updown-15m-1783958400,Down,1783958690,0.5,10.2,0.5300,0.5400,1783958689011000,0.98900000000000000000,MAKER
342,btc-updown-15m-1783958400,Up,1783958687,0.49,30.0,0.5000,0.5100,1783958686522000,0.47800000000000000000,MAKER
343,btc-updown-5m-1783958400,Up,1783958674,0.5599999952,41.42857,0.5800,0.5900,1783958673994000,0.00600000000000000000,MAKER
344,btc-updown-5m-1783958400,Up,1783958674,0.5689210058,50.973683,0.5800,0.5900,1783958673994000,0.00600000000000000000,MAKER
345,btc-updown-5m-1783958400,Up,1783958668,0.74,10.0,0.7200,0.7300,1783958667994000,0.00600000000000000000,TAKER
346,btc-updown-5m-1783958400,Down,1783958666,0.5,50.0,0.2700,0.2800,1783958665981000,0.01900000000000000000,TAKER
347,btc-updown-5m-1783958400,Down,1783958665,0.49,29.51,0.2600,0.2700,1783958664977000,0.02300000000000000000,TAKER
348,btc-updown-5m-1783958400,Down,1783958614,0.72,50.0,0.7100,0.7200,1783958612636000,1.3640000000000000,TAKER
349,btc-updown-5m-1783958400,Down,1783958614,0.72,50.0,0.7100,0.7200,1783958612636000,1.3640000000000000,TAKER
350,btc-updown-5m-1783958100,Down,1783958386,0.45,45.0,0.1100,0.1300,1783958385833000,0.16700000000000000000,TAKER
351,btc-updown-5m-1783958100,Down,1783958386,0.45,50.0,0.1100,0.1300,1783958385833000,0.16700000000000000000,TAKER
352,btc-updown-5m-1783958100,Up,1783958377,0.78,50.0,0.5700,0.5800,1783958376972000,0.02800000000000000000,TAKER
353,btc-updown-5m-1783958100,Up,1783958377,0.78,35.0,0.5700,0.5800,1783958376972000,0.02800000000000000000,TAKER
354,btc-updown-5m-1783958100,Up,1783958375,0.77,13.53,0.7700,0.7800,1783958374957000,0.04300000000000000000,MAKER
355,btc-updown-15m-1783957500,Down,1783958333,0.94,5.0,0.9400,0.9500,1783958332731000,0.26900000000000000000,MAKER
356,btc-updown-15m-1783957500,Down,1783958330,0.93,15.0,0.9300,0.9400,1783958328893000,1.1070000000000000,MAKER
357,btc-updown-5m-1783958100,Up,1783958327,0.71,50.0,0.7000,0.7100,1783958326965000,0.03500000000000000000,TAKER
358,btc-updown-5m-1783958100,Up,1783958327,0.71,50.0,0.7000,0.7100,1783958326965000,0.03500000000000000000,TAKER
359,btc-updown-15m-1783957500,Down,1783958327,0.93,30.0,0.9200,0.9300,1783958326320000,0.68000000000000000000,TAKER
360,btc-updown-15m-1783957500,Up,1783958323,0.06,30.0,0.0500,0.0600,1783958322972000,0.02800000000000000000,TAKER
361,btc-updown-15m-1783957500,Up,1783958323,0.06,30.0,0.0500,0.0600,1783958322972000,0.02800000000000000000,TAKER
362,btc-updown-15m-1783957500,Up,1783958311,0.04,18.0,0.0400,0.0500,1783958310250000,0.75000000000000000000,MAKER
363,btc-updown-15m-1783957500,Down,1783958300,0.93,30.0,0.9200,0.9300,1783958299469000,0.53100000000000000000,TAKER
364,btc-updown-15m-1783957500,Down,1783958300,0.93,30.0,0.9200,0.9300,1783958299469000,0.53100000000000000000,TAKER
365,btc-updown-15m-1783957500,Down,1783958294,0.96,30.0,0.9300,0.9400,1783958293749000,0.25100000000000000000,TAKER
366,btc-updown-15m-1783957500,Down,1783958245,0.92,30.0,0.9200,0.9300,1783958243428000,1.5720000000000000,MAKER
367,btc-updown-15m-1783957500,Down,1783958228,0.83,30.0,0.8200,0.8300,1783958227130000,0.87000000000000000000,TAKER
368,btc-updown-15m-1783957500,Up,1783958216,0.14,30.0,0.1400,0.1500,1783958215676000,0.32400000000000000000,MAKER
369,btc-updown-15m-1783957500,Down,1783958215,0.85,10.37,0.8600,0.8700,1783958213737000,1.2630000000000000,MAKER
370,btc-updown-15m-1783957500,Up,1783958189,0.14,7.76,0.1600,0.1700,1783958188487000,0.51300000000000000000,MAKER
371,btc-updown-15m-1783957500,Up,1783958180,0.12,30.0,0.1100,0.1200,1783958179263000,0.73700000000000000000,TAKER
372,btc-updown-15m-1783957500,Down,1783958152,0.83,30.0,0.8300,0.8400,1783958151949000,0.05100000000000000000,MAKER
373,btc-updown-15m-1783957500,Up,1783958125,0.17,30.0,0.1700,0.1800,1783958124221000,0.77900000000000000000,MAKER
374,btc-updown-15m-1783957500,Up,1783958125,0.16,11.68,0.1700,0.1800,1783958124221000,0.77900000000000000000,MAKER
375,btc-updown-15m-1783957500,Down,1783958108,0.81,20.0,0.8300,0.8400,1783958107907000,0.09300000000000000000,MAKER
376,btc-updown-15m-1783957500,Down,1783958108,0.81,20.0,0.8300,0.8400,1783958107907000,0.09300000000000000000,MAKER
377,btc-updown-15m-1783957500,Down,1783958105,0.8,24.15,0.8000,0.8100,1783958104940000,0.06000000000000000000,MAKER
378,btc-updown-15m-1783957500,Up,1783957621,0.5,30.0,,,,,NO_BOOK
379,btc-updown-15m-1783957500,Down,1783957510,0.53,9.64,,,,,NO_BOOK
380,btc-updown-5m-1783957200,Up,1783957480,0.08,20.0,0.1100,0.1200,1783957479747000,0.25300000000000000000,MAKER
381,btc-updown-5m-1783957200,Up,1783957442,0.1,20.0,0.0900,0.1000,1783957441988000,0.01200000000000000000,TAKER
382,btc-updown-5m-1783957200,Down,1783957387,0.91,20.0,0.9000,0.9100,1783957386906000,0.09400000000000000000,TAKER
383,btc-updown-5m-1783957200,Down,1783957385,0.91,20.0,0.9000,0.9100,1783957384993000,0.00700000000000000000,TAKER
384,btc-updown-15m-1783956600,Down,1783957375,0.992,25.94,,,,,NO_BOOK
385,btc-updown-15m-1783956600,Up,1783957232,0.02,50.0,0.0100,0.0200,1783957231540000,0.46000000000000000000,TAKER
386,btc-updown-15m-1783956600,Down,1783957181,0.94,30.0,0.9400,0.9500,1783957180731000,0.26900000000000000000,MAKER
387,btc-updown-15m-1783956600,Down,1783957181,0.92,30.0,0.9400,0.9500,1783957180731000,0.26900000000000000000,MAKER
388,btc-updown-15m-1783956600,Down,1783957171,0.96,4.91,0.9600,0.9700,1783957170130000,0.87000000000000000000,MAKER
389,btc-updown-15m-1783956600,Down,1783957019,0.84,12.0,,,,,NO_BOOK
390,btc-updown-15m-1783956600,Down,1783956994,0.81,18.42,0.8100,0.8200,1783956993241000,0.75900000000000000000,MAKER
391,btc-updown-15m-1783956600,Up,1783956958,0.12,30.0,0.1200,0.1300,1783956957212000,0.78800000000000000000,MAKER
392,btc-updown-15m-1783956600,Up,1783956958,0.12,30.0,0.1200,0.1300,1783956957212000,0.78800000000000000000,MAKER
393,btc-updown-15m-1783956600,Down,1783956952,0.82,30.0,0.8300,0.8400,1783956951968000,0.03200000000000000000,MAKER
394,btc-updown-15m-1783956600,Up,1783956884,0.22,30.0,0.2100,0.2200,1783956883712000,0.28800000000000000000,TAKER
395,btc-updown-15m-1783956600,Up,1783956884,0.22,30.0,0.2100,0.2200,1783956883712000,0.28800000000000000000,TAKER
396,btc-updown-15m-1783956600,Down,1783956781,0.59,12.0,0.6000,0.6100,1783956779907000,1.0930000000000000,MAKER
397,btc-updown-15m-1783955700,Up,1783956577,0.95,26.0,0.9600,0.9700,1783956575172000,1.8280000000000000,MAKER
398,btc-updown-15m-1783955700,Up,1783956577,0.93,7.73,0.9600,0.9700,1783956575172000,1.8280000000000000,MAKER
399,btc-updown-15m-1783955700,Up,1783956535,0.65,30.0,0.6700,0.6800,1783956534226000,0.77400000000000000000,MAKER
400,btc-updown-15m-1783955700,Down,1783956530,0.32,15.35,0.3500,0.3600,1783956529412000,0.58800000000000000000,MAKER
401,btc-updown-15m-1783955700,Down,1783956529,0.2799999864,35.357141,0.3100,0.3600,1783956528418000,0.58200000000000000000,MAKER
402,btc-updown-15m-1783955700,Up,1783956509,0.78,8.0,0.7800,0.8000,1783956508494000,0.50600000000000000000,MAKER
403,btc-updown-15m-1783955700,Up,1783956505,0.8,30.0,0.6900,0.7100,1783956504960000,0.04000000000000000000,TAKER
404,btc-updown-15m-1783955700,Up,1783956505,0.8,30.0,0.6900,0.7100,1783956504960000,0.04000000000000000000,TAKER
405,btc-updown-15m-1783955700,Up,1783956482,0.52,30.0,0.5300,0.5400,1783956480949000,1.0510000000000000,MAKER
406,btc-updown-15m-1783955700,Up,1783956481,0.52,30.0,0.5300,0.5400,1783956480949000,0.05100000000000000000,MAKER
407,btc-updown-15m-1783955700,Down,1783956469,0.47,8.0,0.4800,0.4900,1783956466654000,2.3460000000000000,MAKER
408,btc-updown-15m-1783955700,Up,1783956439,0.67,30.0,0.6600,0.6700,1783956436015000,2.9850000000000000,TAKER
409,btc-updown-15m-1783955700,Up,1783956437,0.67,30.0,0.6600,0.6700,1783956436015000,0.98500000000000000000,TAKER
410,btc-updown-15m-1783955700,Up,1783956430,0.64,30.0,0.6500,0.6800,1783956428576000,1.4240000000000000,MAKER
411,btc-updown-15m-1783955700,Up,1783956430,0.64,30.0,0.6500,0.6800,1783956428576000,1.4240000000000000,MAKER
412,btc-updown-15m-1783955700,Down,1783956356,0.23,12.0,0.2400,0.2600,1783956354996000,1.00400000000000000000,MAKER
413,btc-updown-15m-1783955700,Down,1783956334,0.1968233799,15.74,0.2000,0.2100,1783956333041000,0.95900000000000000000,MAKER
414,btc-updown-15m-1783955700,Down,1783956329,0.23,1.56,0.2400,0.2500,1783956328844000,0.15600000000000000000,MAKER
415,btc-updown-15m-1783955700,Up,1783956323,0.78,30.0,0.7900,0.8000,1783956322494000,0.50600000000000000000,MAKER
416,btc-updown-15m-1783955700,Down,1783956317,0.12,30.0,0.1100,0.1200,1783956315188000,1.8120000000000000,TAKER
417,btc-updown-15m-1783955700,Down,1783956317,0.12,30.0,0.1100,0.1200,1783956315188000,1.8120000000000000,TAKER
418,btc-updown-15m-1783955700,Up,1783956308,0.8728885038,17.31,,,,,NO_BOOK
419,btc-updown-15m-1783955700,Up,1783956308,0.8699999964,30.689653,,,,,NO_BOOK
420,btc-updown-15m-1783955700,Up,1783956265,0.83,6.0,0.8700,0.8800,1783956264794000,0.20600000000000000000,MAKER
421,btc-updown-15m-1783955700,Down,1783956229,0.14,12.0,,,,,NO_BOOK
422,btc-updown-15m-1783955700,Down,1783956206,0.2,16.21,0.2200,0.2300,1783956197354000,8.6460000000000000,MAKER
423,btc-updown-15m-1783955700,Up,1783956043,0.71,12.0,0.7100,0.7200,1783956041865000,1.1350000000000000,MAKER
424,btc-updown-15m-1783955700,Down,1783955930,0.15,30.0,0.1700,0.1800,1783955929629000,0.37100000000000000000,MAKER
425,btc-updown-15m-1783955700,Up,1783955905,0.86,30.0,0.8600,0.8700,1783955903382000,1.6180000000000000,MAKER
426,btc-updown-15m-1783955700,Up,1783955873,0.7,30.0,0.6500,0.6600,1783955862221000,10.7790000000000000,TAKER
427,btc-updown-15m-1783955700,Up,1783955830,0.62,30.0,0.6100,0.6300,1783955827341000,2.6590000000000000,INSIDE
428,btc-updown-15m-1783955700,Down,1783955738,0.5,30.0,,,,,NO_BOOK
429,btc-updown-15m-1783954800,Up,1783955687,0.81,7.58,0.8200,0.8300,1783955686014000,0.98600000000000000000,MAKER
430,btc-updown-15m-1783954800,Up,1783955683,0.75,0.84,0.7500,0.7800,1783955681842000,1.1580000000000000,MAKER
431,btc-updown-15m-1783954800,Up,1783955683,0.77,20.0,0.7500,0.7800,1783955681842000,1.1580000000000000,INSIDE
432,btc-updown-15m-1783954800,Up,1783955683,0.76,3.73,0.7500,0.7800,1783955681842000,1.1580000000000000,INSIDE
433,btc-updown-15m-1783954800,Up,1783955681,0.73,10.0,0.7600,0.7800,1783955680900000,0.10000000000000000000,MAKER
434,btc-updown-15m-1783954800,Up,1783955672,0.7,30.0,,,,,NO_BOOK
435,btc-updown-15m-1783954800,Up,1783955672,0.7,30.0,,,,,NO_BOOK
436,btc-updown-15m-1783954800,Up,1783955669,0.7,30.0,,,,,NO_BOOK
