fid,slug,outcome,ts,price,size,bid0,ask0,snap_us,age_s,cls
1712,btc-updown-15m-1783684800,Down,1783685152,0.74,10.0,,,,,NO_BOOK
1713,btc-updown-15m-1783684800,Up,1783685123,0.17,30.0,0.1800,0.1900,1783685117910000,5.0900000000000000,MAKER
1714,btc-updown-15m-1783684800,Down,1783685114,0.75,14.17,0.7600,0.7700,1783685113402000,0.59800000000000000000,MAKER
1715,btc-updown-5m-1783684800,Down,1783685068,0.91,30.17,0.9400,0.9500,1783685067904000,0.09600000000000000000,MAKER
1716,btc-updown-5m-1783684800,Up,1783685057,0.06,40.0,0.0500,0.0600,1783685056683000,0.31700000000000000000,TAKER
1717,btc-updown-5m-1783684800,Up,1783685057,0.06,40.0,0.0500,0.0600,1783685056683000,0.31700000000000000000,TAKER
1718,btc-updown-5m-1783684800,Down,1783685048,0.95,22.89,0.9200,0.9300,1783685047961000,0.03900000000000000000,TAKER
1719,btc-updown-5m-1783684800,Up,1783685042,0.03,40.0,0.0200,0.0300,1783685041870000,0.13000000000000000000,TAKER
1720,btc-updown-5m-1783684800,Up,1783685039,0.02,50.0,0.0200,0.0300,1783685038792000,0.20800000000000000000,MAKER
1721,btc-updown-15m-1783684800,Up,1783685038,0.21,30.0,0.2500,0.2700,1783685037077000,0.92300000000000000000,MAKER
1722,btc-updown-5m-1783684800,Up,1783685035,0.02,50.0,0.0100,0.0200,1783685034992000,0.00800000000000000000,TAKER
1723,btc-updown-5m-1783684800,Down,1783685033,0.95,40.0,0.9800,0.9900,1783685032994000,0.00600000000000000000,MAKER
1724,btc-updown-5m-1783684800,Down,1783685033,0.95,40.0,0.9800,0.9900,1783685032994000,0.00600000000000000000,MAKER
1725,btc-updown-5m-1783684800,Down,1783684993,0.91,40.0,0.9200,0.9300,1783684992756000,0.24400000000000000000,MAKER
1726,btc-updown-15m-1783684800,Down,1783684961,0.55,30.0,,,,,NO_BOOK
1727,btc-updown-15m-1783684800,Down,1783684961,0.55,30.0,,,,,NO_BOOK
1728,btc-updown-5m-1783684500,Down,1783684787,0.09,40.0,0.1100,0.1200,1783684786896000,0.10400000000000000000,MAKER
1729,btc-updown-15m-1783683900,Up,1783684787,0.97,29.59,0.9700,0.9800,1783684786167000,0.83300000000000000000,MAKER
1730,btc-updown-15m-1783683900,Up,1783684786,0.97,30.0,0.9700,0.9800,1783684785420000,0.58000000000000000000,MAKER
1731,btc-updown-15m-1783683900,Up,1783684784,0.97,30.0,0.9600,0.9700,1783684782581000,1.4190000000000000,TAKER
1732,btc-updown-5m-1783684500,Up,1783684784,0.8,40.0,0.9100,0.9200,1783684783891000,0.10900000000000000000,MAKER
1733,btc-updown-15m-1783683900,Down,1783684783,0.08,27.9,0.0300,0.0400,1783684782581000,0.41900000000000000000,TAKER
1734,btc-updown-15m-1783683900,Down,1783684780,0.05,7.87,0.0700,0.1100,1783684779992000,0.00800000000000000000,MAKER
1735,btc-updown-15m-1783683900,Down,1783684775,0.05,30.0,0.0400,0.0500,1783684774013000,0.98700000000000000000,TAKER
1736,btc-updown-15m-1783683900,Up,1783684768,0.91,16.0,0.9200,0.9400,1783684767327000,0.67300000000000000000,MAKER
1737,btc-updown-15m-1783683900,Down,1783684763,0.1,30.0,0.0900,0.1000,1783684762198000,0.80200000000000000000,TAKER
1738,btc-updown-15m-1783683900,Down,1783684745,0.14,30.0,0.1300,0.1400,1783684744307000,0.69300000000000000000,TAKER
1739,btc-updown-15m-1783683900,Down,1783684744,0.12,10.25,0.1300,0.1400,1783684743801000,0.19900000000000000000,MAKER
1740,btc-updown-15m-1783683900,Up,1783684735,0.85,30.0,0.8600,0.8700,1783684734821000,0.17900000000000000000,MAKER
1741,btc-updown-15m-1783683900,Down,1783684726,0.17,5.0,0.1800,0.1900,1783684725352000,0.64800000000000000000,MAKER
1742,btc-updown-15m-1783683900,Down,1783684726,0.16,30.0,0.1800,0.1900,1783684725352000,0.64800000000000000000,MAKER
1743,btc-updown-15m-1783683900,Up,1783684720,0.78,30.0,0.8200,0.8300,1783684719327000,0.67300000000000000000,MAKER
1744,btc-updown-5m-1783684500,Down,1783684718,0.5,40.0,0.4800,0.4900,1783684717944000,0.05600000000000000000,TAKER
1745,btc-updown-5m-1783684500,Down,1783684718,0.5,20.0,0.4800,0.4900,1783684717944000,0.05600000000000000000,TAKER
1746,btc-updown-5m-1783684500,Down,1783684717,0.5,40.0,0.4900,0.5000,1783684716983000,0.01700000000000000000,TAKER
1747,btc-updown-15m-1783683900,Down,1783684714,0.24,30.0,0.2300,0.2400,1783684713681000,0.31900000000000000000,TAKER
1748,btc-updown-15m-1783683900,Up,1783684687,0.59,30.0,0.5800,0.5900,1783684686762000,0.23800000000000000000,TAKER
1749,btc-updown-15m-1783683900,Up,1783684661,0.59,30.0,0.5900,0.6000,1783684660071000,0.92900000000000000000,MAKER
1750,btc-updown-15m-1783683900,Up,1783684661,0.59,30.0,0.5900,0.6000,1783684660071000,0.92900000000000000000,MAKER
1751,btc-updown-15m-1783683900,Up,1783684643,0.53,25.17,,,,,NO_BOOK
1752,btc-updown-15m-1783683900,Up,1783684643,0.53,30.0,,,,,NO_BOOK
1753,btc-updown-15m-1783683900,Up,1783684495,0.63,30.0,0.6200,0.6300,1783684493128000,1.8720000000000000,TAKER
1754,btc-updown-5m-1783684200,Down,1783684318,0.8,40.0,0.7700,0.7800,1783684308489000,9.5110000000000000,TAKER
1755,btc-updown-15m-1783683900,Up,1783684228,0.74,14.38,0.7300,0.7500,1783684225118000,2.8820000000000000,INSIDE
1756,btc-updown-15m-1783683900,Down,1783684192,0.16,30.0,0.2200,0.2300,1783684191806000,0.19400000000000000000,MAKER
1757,btc-updown-15m-1783683900,Up,1783684178,0.69,15.0,0.7300,0.7400,1783684177539000,0.46100000000000000000,MAKER
1758,btc-updown-15m-1783683900,Down,1783684136,0.21,30.0,0.2100,0.2200,1783684135620000,0.38000000000000000000,MAKER
1759,btc-updown-15m-1783683900,Down,1783684112,0.22,30.0,0.2200,0.2700,1783684111774000,0.22600000000000000000,MAKER
1760,btc-updown-5m-1783683900,Down,1783683956,0.1899999815,42.105262,,,,,NO_BOOK
1761,btc-updown-15m-1783683900,Down,1783683956,0.33,30.0,,,,,NO_BOOK
1762,btc-updown-15m-1783683900,Down,1783683955,0.33,30.0,,,,,NO_BOOK
1763,btc-updown-15m-1783683000,Down,1783683875,0.93,5.0,0.8700,0.8800,1783683870828000,4.1720000000000000,TAKER
1764,btc-updown-15m-1783683000,Down,1783683875,0.93,5.0,0.8700,0.8800,1783683870828000,4.1720000000000000,TAKER
1765,btc-updown-15m-1783683000,Down,1783683875,0.92,5.0,0.8700,0.8800,1783683870828000,4.1720000000000000,TAKER
1766,btc-updown-5m-1783683600,Up,1783683872,0.88,19.7,0.8900,0.9000,1783683871202000,0.79800000000000000000,MAKER
1767,btc-updown-5m-1783683600,Up,1783683872,0.9,40.0,0.8900,0.9000,1783683871202000,0.79800000000000000000,TAKER
1768,btc-updown-15m-1783683000,Up,1783683872,0.08,11.19,0.1200,0.1300,1783683870828000,1.1720000000000000,MAKER
1769,btc-updown-5m-1783683600,Down,1783683860,0.09,40.0,0.1100,0.1200,1783683859972000,0.02800000000000000000,MAKER
1770,btc-updown-15m-1783683000,Down,1783683857,0.85,5.0,0.8600,0.8700,1783683856789000,0.21100000000000000000,MAKER
1771,btc-updown-15m-1783683000,Down,1783683856,0.85,5.0,0.8400,0.8500,1783683854149000,1.8510000000000000,TAKER
1772,btc-updown-15m-1783683000,Up,1783683856,0.09,4.93,0.1500,0.1600,1783683854149000,1.8510000000000000,MAKER
1773,btc-updown-5m-1783683600,Down,1783683842,0.4,40.0,0.3900,0.4000,1783683841970000,0.03000000000000000000,TAKER
1774,btc-updown-5m-1783683600,Down,1783683842,0.4,40.0,0.3900,0.4000,1783683841970000,0.03000000000000000000,TAKER
1775,btc-updown-5m-1783683600,Down,1783683839,0.52,40.0,0.5100,0.5200,1783683838609000,0.39100000000000000000,TAKER
1776,btc-updown-5m-1783683600,Down,1783683797,0.47,33.17,0.4900,0.5000,1783683796430000,0.57000000000000000000,MAKER
1777,btc-updown-5m-1783683600,Up,1783683791,0.52,40.0,0.5200,0.5300,1783683790464000,0.53600000000000000000,MAKER
1778,btc-updown-5m-1783683600,Up,1783683791,0.52,40.0,0.5200,0.5300,1783683790464000,0.53600000000000000000,MAKER
1779,btc-updown-15m-1783683000,Down,1783683758,0.85,15.35294,0.9400,0.9500,1783683747514000,10.4860000000000000,MAKER
1780,btc-updown-15m-1783683000,Down,1783683719,0.94,30.0,0.9300,0.9400,1783683718438000,0.56200000000000000000,TAKER
1781,btc-updown-15m-1783683000,Up,1783683709,0.06,13.0,0.0600,0.0700,1783683706786000,2.2140000000000000,MAKER
1782,btc-updown-15m-1783683000,Down,1783683691,0.93,8.3,0.9300,0.9400,1783683690993000,0.00700000000000000000,MAKER
1783,btc-updown-15m-1783683000,Down,1783683659,0.91,30.0,0.9100,0.9200,1783683658146000,0.85400000000000000000,MAKER
1784,btc-updown-15m-1783683000,Down,1783683619,0.75,5.0,0.8300,0.8400,1783683618993000,0.00700000000000000000,MAKER
1785,btc-updown-15m-1783683000,Down,1783683617,0.75,10.0,0.7400,0.7500,1783683616195000,0.80500000000000000000,TAKER
1786,btc-updown-15m-1783683000,Down,1783683617,0.75,10.0,0.7400,0.7500,1783683616195000,0.80500000000000000000,TAKER
1787,btc-updown-5m-1783683600,Down,1783683611,0.6,40.0,,,,,NO_BOOK
1788,btc-updown-5m-1783683600,Down,1783683610,0.59,39.0,,,,,NO_BOOK
1789,btc-updown-15m-1783683000,Down,1783683604,0.72,15.0,0.7200,0.7300,1783683603660000,0.34000000000000000000,MAKER
1790,btc-updown-5m-1783683300,Up,1783683580,0.04,40.0,0.0300,0.0400,1783683579873000,0.12700000000000000000,TAKER
1791,btc-updown-5m-1783683300,Down,1783683563,0.86,30.0,,,,,NO_BOOK
1792,btc-updown-5m-1783683300,Up,1783683562,0.12,40.0,,,,,NO_BOOK
1793,btc-updown-5m-1783683300,Down,1783683560,0.89,35.0,,,,,NO_BOOK
1794,btc-updown-5m-1783683300,Down,1783683559,0.89,39.38,,,,,NO_BOOK
1795,btc-updown-5m-1783683300,Up,1783683557,0.12,40.0,,,,,NO_BOOK
1796,btc-updown-15m-1783683000,Down,1783683527,0.78,1.96,0.7800,0.7900,1783683525042000,1.9580000000000000,MAKER
1797,btc-updown-15m-1783683000,Down,1783683523,0.76,5.0,0.7700,0.7800,1783683522914000,0.08600000000000000000,MAKER
1798,btc-updown-5m-1783683300,Up,1783683509,0.62,40.0,0.5800,0.5900,1783683508863000,0.13700000000000000000,TAKER
1799,btc-updown-5m-1783683300,Up,1783683509,0.62,40.0,0.5800,0.5900,1783683508863000,0.13700000000000000000,TAKER
1800,btc-updown-15m-1783683000,Up,1783683509,0.26,26.49,0.2500,0.2700,1783683506992000,2.0080000000000000,INSIDE
1801,btc-updown-15m-1783683000,Up,1783683509,0.25,13.0,0.2500,0.2700,1783683506992000,2.0080000000000000,MAKER
1802,btc-updown-5m-1783683300,Down,1783683503,0.39,36.43,0.4100,0.4200,1783683502808000,0.19200000000000000000,MAKER
1803,btc-updown-15m-1783683000,Up,1783683496,0.23,16.35,0.2400,0.2500,1783683494031000,1.9690000000000000,MAKER
1804,btc-updown-5m-1783683300,Down,1783683466,0.59,15.21,0.5900,0.6000,1783683465907000,0.09300000000000000000,MAKER
1805,btc-updown-5m-1783683300,Down,1783683457,0.4,40.0,0.3900,0.4000,1783683456891000,0.10900000000000000000,TAKER
1806,btc-updown-15m-1783683000,Down,1783683419,0.74,5.0,0.7600,0.7700,1783683404102000,14.8980000000000000,MAKER
1807,btc-updown-15m-1783683000,Down,1783683418,0.74,5.0,0.7600,0.7700,1783683404102000,13.8980000000000000,MAKER
1808,btc-updown-15m-1783683000,Down,1783683418,0.74,5.0,0.7600,0.7700,1783683404102000,13.8980000000000000,MAKER
1809,btc-updown-15m-1783683000,Up,1783683406,0.23,30.0,0.2300,0.2400,1783683404102000,1.8980000000000000,MAKER
1810,btc-updown-15m-1783683000,Up,1783683406,0.23,6.89,0.2300,0.2400,1783683404102000,1.8980000000000000,MAKER
1811,btc-updown-15m-1783683000,Down,1783683370,0.76,20.0,0.7600,0.7700,1783683369705000,0.29500000000000000000,MAKER
1812,btc-updown-15m-1783683000,Down,1783683370,0.76,20.0,0.7600,0.7700,1783683369705000,0.29500000000000000000,MAKER
1813,btc-updown-15m-1783683000,Down,1783683335,0.58,30.0,0.5800,0.5900,1783683333717000,1.2830000000000000,MAKER
1814,btc-updown-15m-1783683000,Up,1783683322,0.34,12.0,0.3800,0.3900,1783683320705000,1.2950000000000000,MAKER
1815,btc-updown-15m-1783683000,Up,1783683289,0.25,30.0,0.2400,0.2500,1783683287068000,1.9320000000000000,TAKER
1816,btc-updown-15m-1783683000,Down,1783683283,0.76,30.0,0.7500,0.7600,1783683282481000,0.51900000000000000000,TAKER
1817,btc-updown-15m-1783683000,Down,1783683283,0.76,30.0,0.7500,0.7600,1783683282481000,0.51900000000000000000,TAKER
1818,btc-updown-15m-1783683000,Up,1783683280,0.21,30.0,0.2400,0.2500,1783683278573000,1.4270000000000000,MAKER
1819,btc-updown-15m-1783683000,Up,1783683280,0.21,30.0,0.2400,0.2500,1783683278573000,1.4270000000000000,MAKER
1820,btc-updown-15m-1783683000,Down,1783683202,0.72,5.0,0.7200,0.7300,1783683201298000,0.70200000000000000000,MAKER
1821,btc-updown-15m-1783683000,Up,1783683127,0.36,1.69,0.4000,0.4100,1783683126921000,0.07900000000000000000,MAKER
1822,btc-updown-15m-1783683000,Up,1783683112,0.3,29.53,,,,,NO_BOOK
1823,btc-updown-15m-1783683000,Up,1783683056,0.39,2.25,0.3700,0.3800,1783683047148000,8.8520000000000000,TAKER
1824,btc-updown-15m-1783683000,Up,1783683056,0.38,18.0,0.3700,0.3800,1783683047148000,8.8520000000000000,TAKER
1825,btc-updown-15m-1783682100,Down,1783682972,0.81,7.43,0.8400,0.8600,1783682970444000,1.5560000000000000,MAKER
1826,btc-updown-15m-1783682100,Up,1783682968,0.18,1.33,0.2200,0.2300,1783682967107000,0.89300000000000000000,MAKER
1827,btc-updown-15m-1783682100,Down,1783682966,0.83,12.96,0.7500,0.7600,1783682965993000,0.00700000000000000000,TAKER
1828,btc-updown-5m-1783682700,Down,1783682963,0.05,48.0,0.0200,0.0300,1783682962922000,0.07800000000000000000,TAKER
1829,btc-updown-5m-1783682700,Up,1783682960,0.8599999967,30.348835,0.9400,0.9500,1783682959994000,0.00600000000000000000,MAKER
1830,btc-updown-5m-1783682700,Up,1783682960,0.87,40.0,0.9400,0.9500,1783682959994000,0.00600000000000000000,MAKER
1831,btc-updown-5m-1783682700,Up,1783682957,0.88,40.0,0.8600,0.8700,1783682956999000,0.00100000000000000000,TAKER
1832,btc-updown-5m-1783682700,Up,1783682957,0.88,40.0,0.8600,0.8700,1783682956999000,0.00100000000000000000,TAKER
1833,btc-updown-15m-1783682100,Down,1783682953,0.93,15.0,0.9500,0.9700,1783682952676000,0.32400000000000000000,MAKER
1834,btc-updown-15m-1783682100,Down,1783682953,0.94,16.83,0.9500,0.9700,1783682952676000,0.32400000000000000000,MAKER
1835,btc-updown-15m-1783682100,Up,1783682951,0.09,30.0,0.0500,0.0700,1783682950860000,0.14000000000000000000,TAKER
1836,btc-updown-15m-1783682100,Up,1783682951,0.09,30.0,0.0500,0.0700,1783682950860000,0.14000000000000000000,TAKER
1837,btc-updown-5m-1783682700,Up,1783682951,0.91,40.0,0.9300,0.9400,1783682950697000,0.30300000000000000000,MAKER
1838,btc-updown-15m-1783682100,Down,1783682950,0.88,3.68,0.9100,0.9200,1783682949451000,0.54900000000000000000,MAKER
1839,btc-updown-15m-1783682100,Up,1783682944,0.14,30.0,0.1300,0.1400,1783682943188000,0.81200000000000000000,TAKER
1840,btc-updown-15m-1783682100,Up,1783682944,0.14,30.0,0.1300,0.1400,1783682943188000,0.81200000000000000000,TAKER
1841,btc-updown-15m-1783682100,Up,1783682942,0.13,4.0,0.1300,0.1400,1783682941885000,0.11500000000000000000,MAKER
1842,btc-updown-15m-1783682100,Down,1783682939,0.79,20.0,0.8700,0.8800,1783682938757000,0.24300000000000000000,MAKER
1843,btc-updown-15m-1783682100,Down,1783682938,0.77,5.0,,,,,NO_BOOK
1844,btc-updown-15m-1783682100,Down,1783682938,0.78,16.0,,,,,NO_BOOK
1845,btc-updown-15m-1783682100,Up,1783682927,0.25,19.52,,,,,NO_BOOK
1846,btc-updown-15m-1783682100,Down,1783682920,0.74,15.0,,,,,NO_BOOK
1847,btc-updown-15m-1783682100,Down,1783682920,0.74,30.0,,,,,NO_BOOK
1848,btc-updown-15m-1783682100,Down,1783682918,0.73,26.55,0.9200,0.9300,1783682903978000,14.0220000000000000,MAKER
1849,btc-updown-15m-1783682100,Down,1783682918,0.69,30.0,0.9200,0.9300,1783682903978000,14.0220000000000000,MAKER
1850,btc-updown-15m-1783682100,Up,1783682911,0.1,30.0,0.0700,0.0800,1783682903978000,7.0220000000000000,TAKER
1851,btc-updown-15m-1783682100,Up,1783682911,0.1,30.0,0.0700,0.0800,1783682903978000,7.0220000000000000,TAKER
1852,btc-updown-15m-1783682100,Up,1783682909,0.11,30.0,0.0700,0.0800,1783682903978000,5.0220000000000000,TAKER
1853,btc-updown-15m-1783682100,Up,1783682908,0.08,9.0,0.0700,0.0800,1783682903978000,4.0220000000000000,TAKER
1854,btc-updown-15m-1783682100,Up,1783682890,0.1,5.0,0.1000,0.1100,1783682889074000,0.92600000000000000000,MAKER
1855,btc-updown-15m-1783682100,Up,1783682890,0.07,30.0,0.1000,0.1100,1783682889074000,0.92600000000000000000,MAKER
1856,btc-updown-15m-1783682100,Down,1783682878,0.91,30.0,,,,,NO_BOOK
1857,btc-updown-15m-1783682100,Down,1783682876,0.91,30.0,,,,,NO_BOOK
1858,btc-updown-15m-1783682100,Down,1783682869,0.91,30.0,,,,,NO_BOOK
1859,btc-updown-15m-1783682100,Down,1783682867,0.91,30.0,,,,,NO_BOOK
1860,btc-updown-15m-1783682100,Down,1783682849,0.98,30.0,0.9800,0.9900,1783682836333000,12.6670000000000000,MAKER
1861,btc-updown-5m-1783682700,Down,1783682836,0.72,40.0,0.7200,0.7300,1783682835797000,0.20300000000000000000,MAKER
1862,btc-updown-15m-1783682100,Up,1783682818,0.02,50.0,,,,,NO_BOOK
1863,btc-updown-15m-1783682100,Up,1783682795,0.06,30.0,0.0600,0.0700,1783682794544000,0.45600000000000000000,MAKER
1864,btc-updown-15m-1783682100,Down,1783682794,0.93,29.19,0.9300,0.9400,1783682793395000,0.60500000000000000000,MAKER
1865,btc-updown-5m-1783682700,Down,1783682786,0.59,40.0,0.5800,0.5900,1783682785740000,0.26000000000000000000,TAKER
1866,btc-updown-15m-1783682100,Down,1783682767,0.81,10.3,0.8300,0.8400,1783682766898000,0.10200000000000000000,MAKER
1867,btc-updown-15m-1783682100,Down,1783682746,0.79,30.0,,,,,NO_BOOK
1868,btc-updown-5m-1783682700,Up,1783682738,0.65,20.0,,,,,NO_BOOK
1869,btc-updown-5m-1783682700,Up,1783682738,0.65,40.0,,,,,NO_BOOK
1870,btc-updown-5m-1783682700,Up,1783682738,0.65,40.0,,,,,NO_BOOK
1871,btc-updown-15m-1783682100,Down,1783682716,0.88,15.0,0.8800,0.8900,1783682714391000,1.6090000000000000,MAKER
1872,btc-updown-15m-1783682100,Down,1783682713,0.85,18.5,0.8500,0.8600,1783682712161000,0.83900000000000000000,MAKER
1873,btc-updown-15m-1783682100,Up,1783682698,0.12,16.0,0.1200,0.1300,1783682696654000,1.3460000000000000,MAKER
1874,btc-updown-5m-1783682400,Up,1783682660,0.02,50.0,0.0100,0.0200,1783682658781000,1.2190000000000000,TAKER
1875,btc-updown-5m-1783682400,Up,1783682653,0.04,40.0,0.0300,0.0400,1783682652975000,0.02500000000000000000,TAKER
1876,btc-updown-5m-1783682400,Up,1783682636,0.07,25.18,0.0800,0.0900,1783682635585000,0.41500000000000000000,MAKER
1877,btc-updown-5m-1783682400,Up,1783682621,0.11,40.0,0.1100,0.1200,1783682620982000,0.01800000000000000000,MAKER
1878,btc-updown-5m-1783682400,Up,1783682621,0.11,40.0,0.1100,0.1200,1783682620982000,0.01800000000000000000,MAKER
1879,btc-updown-15m-1783682100,Down,1783682617,0.83,5.0,0.8400,0.8500,1783682615623000,1.3770000000000000,MAKER
1880,btc-updown-15m-1783682100,Down,1783682596,0.86,30.0,0.8500,0.8600,1783682595761000,0.23900000000000000000,TAKER
1881,btc-updown-15m-1783682100,Up,1783682548,0.11,5.0,0.1400,0.1500,1783682538182000,9.8180000000000000,MAKER
1882,btc-updown-5m-1783682400,Down,1783682534,0.81,40.0,,,,,NO_BOOK
1883,btc-updown-15m-1783682100,Down,1783682533,0.83,5.0,,,,,NO_BOOK
1884,btc-updown-5m-1783682100,Up,1783682387,0.02,25.0,,0.0100,1783682386942000,0.05800000000000000000,NO_BOOK
1885,btc-updown-5m-1783682100,Up,1783682377,0.1,40.0,0.0700,0.0900,1783682376950000,0.05000000000000000000,TAKER
1886,btc-updown-5m-1783682100,Down,1783682372,0.92,40.0,0.9100,0.9200,1783682371742000,0.25800000000000000000,TAKER
1887,btc-updown-5m-1783682100,Down,1783682372,0.92,25.0,0.9100,0.9200,1783682371742000,0.25800000000000000000,TAKER
1888,btc-updown-5m-1783682100,Up,1783682369,0.02,50.0,0.0200,0.0300,1783682368991000,0.00900000000000000000,MAKER
1889,btc-updown-5m-1783682100,Up,1783682369,0.02,50.0,0.0200,0.0300,1783682368991000,0.00900000000000000000,MAKER
1890,btc-updown-5m-1783682100,Down,1783682333,0.75,40.0,,,,,NO_BOOK
1891,btc-updown-5m-1783682100,Down,1783682333,0.75,40.0,,,,,NO_BOOK
1892,btc-updown-5m-1783682100,Down,1783682320,0.7,40.0,0.6100,0.6200,1783682312605000,7.3950000000000000,TAKER
1893,btc-updown-15m-1783682100,Up,1783682318,0.38,30.0,0.4200,0.4300,1783682310796000,7.2040000000000000,MAKER
1894,btc-updown-5m-1783682100,Down,1783682315,0.66,40.0,0.6100,0.6200,1783682312605000,2.3950000000000000,TAKER
1895,btc-updown-5m-1783682100,Up,1783682300,0.43,40.0,,,,,NO_BOOK
1896,btc-updown-5m-1783682100,Down,1783682297,0.63,40.0,,,,,NO_BOOK
1897,btc-updown-5m-1783682100,Down,1783682291,0.57,25.0,0.5900,0.6000,1783682277016000,13.9840000000000000,MAKER
1898,btc-updown-5m-1783682100,Down,1783682291,0.57,25.0,0.5900,0.6000,1783682277016000,13.9840000000000000,MAKER
1899,btc-updown-5m-1783682100,Down,1783682290,0.48,5.0,0.5900,0.6000,1783682277016000,12.9840000000000000,MAKER
1900,btc-updown-5m-1783682100,Down,1783682273,0.47,40.0,0.5800,0.5900,1783682272782000,0.21800000000000000000,MAKER
1901,btc-updown-15m-1783682100,Up,1783682255,0.49,26.0,0.5700,0.5800,1783682240163000,14.8370000000000000,MAKER
1902,btc-updown-5m-1783682100,Up,1783682176,0.59,32.0,0.5600,0.5700,1783682168717000,7.2830000000000000,TAKER
1903,btc-updown-15m-1783682100,Up,1783682162,0.55,30.0,,,,,NO_BOOK
1904,btc-updown-15m-1783682100,Down,1783682134,0.41,23.0,,,,,NO_BOOK
1905,btc-updown-5m-1783681800,Up,1783682053,0.97,40.0,0.9800,0.9900,1783682052972000,0.02800000000000000000,MAKER
1906,btc-updown-5m-1783681800,Up,1783682053,0.97,40.0,0.9800,0.9900,1783682052972000,0.02800000000000000000,MAKER
1907,btc-updown-5m-1783681800,Down,1783682035,0.04,40.0,0.0300,0.0400,1783682034686000,0.31400000000000000000,TAKER
1908,btc-updown-5m-1783681800,Down,1783682035,0.04,40.0,0.0300,0.0400,1783682034686000,0.31400000000000000000,TAKER
1909,btc-updown-5m-1783681800,Down,1783682032,0.03,40.0,0.0300,0.0400,1783682031447000,0.55300000000000000000,MAKER
1910,btc-updown-15m-1783681200,Down,1783682020,0.02,50.0,0.0100,0.0200,1783682019507000,0.49300000000000000000,TAKER
1911,btc-updown-15m-1783681200,Down,1783682020,0.02,50.0,0.0100,0.0200,1783682019507000,0.49300000000000000000,TAKER
1912,btc-updown-5m-1783681800,Up,1783682012,0.95,40.0,0.9200,0.9300,1783682011977000,0.02300000000000000000,TAKER
1913,btc-updown-5m-1783681800,Up,1783682012,0.95,40.0,0.9200,0.9300,1783682011977000,0.02300000000000000000,TAKER
1914,btc-updown-5m-1783681800,Up,1783682012,0.95,20.0,0.9200,0.9300,1783682011977000,0.02300000000000000000,TAKER
1915,btc-updown-15m-1783681200,Down,1783681993,0.06,30.0,0.0500,0.0600,1783681992954000,0.04600000000000000000,TAKER
1916,btc-updown-15m-1783680300,Down,1783680661,0.46,30.0,0.4600,0.4800,1783680660706000,0.29400000000000000000,MAKER
1917,btc-updown-15m-1783679400,Down,1783680191,0.37,5.0,,,,,NO_BOOK
1918,btc-updown-15m-1783679400,Down,1783680191,0.37,5.0,,,,,NO_BOOK
1919,btc-updown-5m-1783680000,Down,1783680188,0.5099999942,20.784312,,,,,NO_BOOK
1920,btc-updown-5m-1783680000,Down,1783680188,0.5099999937,41.568626,,,,,NO_BOOK
1921,btc-updown-5m-1783680000,Down,1783680188,0.53,40.0,,,,,NO_BOOK
1922,btc-updown-5m-1783680000,Down,1783680167,0.67,40.0,0.7300,0.7400,1783680160929000,6.0710000000000000,MAKER
1923,btc-updown-5m-1783680000,Down,1783680128,0.7,40.0,,,,,NO_BOOK
1924,btc-updown-15m-1783679400,Down,1783680127,0.8035451823,30.240984,,,,,NO_BOOK
1925,btc-updown-15m-1783679400,Down,1783680127,0.8,7.25,,,,,NO_BOOK
1926,btc-updown-15m-1783679400,Down,1783680127,0.7809156715,30.348985,,,,,NO_BOOK
1927,btc-updown-15m-1783679400,Down,1783680122,0.77,25.0,,,,,NO_BOOK
1928,btc-updown-15m-1783679400,Down,1783680122,0.78,25.0,,,,,NO_BOOK
1929,btc-updown-15m-1783679400,Up,1783680118,0.21,30.0,0.2400,0.2500,1783680106869000,11.1310000000000000,MAKER
1930,btc-updown-15m-1783679400,Down,1783680107,0.76,10.131575,0.7500,0.7600,1783680106869000,0.13100000000000000000,TAKER
1931,btc-updown-5m-1783680000,Down,1783680106,0.71,27.38,0.6700,0.7100,1783680105984000,0.01600000000000000000,TAKER
1932,btc-updown-5m-1783680000,Down,1783680094,0.75,7.97,0.7600,0.7700,1783680093838000,0.16200000000000000000,MAKER
1933,btc-updown-15m-1783679400,Down,1783680032,0.67,25.0,0.6700,0.6800,1783680031943000,0.05700000000000000000,MAKER
1934,btc-updown-15m-1783679400,Down,1783680019,0.58,30.0,,,,,NO_BOOK
1935,btc-updown-15m-1783679400,Down,1783679999,0.77,30.0,0.7600,0.7700,1783679996985000,2.0150000000000000,TAKER
1936,btc-updown-15m-1783679400,Down,1783679983,0.73,25.11,0.7300,0.7400,1783679980971000,2.0290000000000000,MAKER
1937,btc-updown-15m-1783679400,Down,1783679971,0.73,30.0,0.7200,0.7300,1783679969094000,1.9060000000000000,TAKER
1938,btc-updown-15m-1783679400,Up,1783679966,0.24,19.66,0.2400,0.2500,1783679965553000,0.44700000000000000000,MAKER
1939,btc-updown-15m-1783679400,Up,1783679965,0.24,30.0,0.2400,0.2500,1783679964484000,0.51600000000000000000,MAKER
1940,btc-updown-15m-1783679400,Up,1783679965,0.23,0.82,0.2400,0.2500,1783679964484000,0.51600000000000000000,MAKER
1941,btc-updown-15m-1783679400,Down,1783679960,0.78,9.69,0.7700,0.7900,1783679958585000,1.4150000000000000,INSIDE
