fid,slug,outcome,ts,price,size
476,btc-updown-5m-1783947900,Up,1783948175,0.12,20.0
477,btc-updown-5m-1783947900,Up,1783948175,0.14,15.23
478,btc-updown-5m-1783947900,Up,1783948172,0.2699999744,20.740739
479,btc-updown-5m-1783947900,Down,1783948171,0.7,20.0
480,btc-updown-5m-1783947900,Down,1783948165,0.07,13.97
481,btc-updown-5m-1783947900,Up,1783948156,0.92,20.0
482,btc-updown-5m-1783947900,Down,1783948145,0.08,12.0
483,btc-updown-5m-1783947900,Up,1783948141,0.84,20.0
484,btc-updown-5m-1783947900,Up,1783948141,0.84,20.0
485,btc-updown-5m-1783947600,Down,1783947884,0.79,20.0
486,btc-updown-5m-1783947600,Down,1783947884,0.79,20.0
487,btc-updown-5m-1783947600,Up,1783947877,0.57,3.17
488,btc-updown-5m-1783947600,Down,1783947874,0.31,20.0
489,btc-updown-5m-1783947600,Up,1783947841,0.5099999975,20.392155
490,btc-updown-5m-1783947600,Up,1783947835,0.25,20.0
491,btc-updown-5m-1783947600,Up,1783947835,0.25,20.0
492,btc-updown-5m-1783947600,Down,1783947826,0.65,12.23
493,btc-updown-5m-1783947600,Down,1783947775,0.3,20.0
494,btc-updown-5m-1783947600,Down,1783947773,0.3,20.0
495,btc-updown-5m-1783947600,Down,1783947739,0.32,20.0
496,btc-updown-5m-1783947300,Down,1783947578,0.02,50.0
497,btc-updown-5m-1783947300,Down,1783947578,0.02,50.0
498,btc-updown-5m-1783947300,Up,1783947533,0.72,20.0
499,btc-updown-5m-1783947300,Up,1783947533,0.72,7.02
500,btc-updown-5m-1783947300,Up,1783947533,0.72,20.0
501,btc-updown-5m-1783947300,Up,1783947533,0.72,7.02
502,btc-updown-5m-1783947300,Up,1783947521,0.5,20.0
503,btc-updown-5m-1783947300,Down,1783947512,0.56,20.0
504,btc-updown-5m-1783947300,Down,1783947512,0.55,0.55
505,btc-updown-5m-1783947300,Down,1783947500,0.53,20.0
506,btc-updown-5m-1783947300,Down,1783947500,0.53,20.0
507,btc-updown-5m-1783947300,Down,1783947421,0.53,20.0
508,btc-updown-5m-1783947300,Down,1783947421,0.53,20.0
509,btc-updown-5m-1783947300,Up,1783947407,0.53,20.0
510,btc-updown-5m-1783947300,Up,1783947407,0.53,20.0
511,btc-updown-5m-1783947300,Down,1783947395,0.71,20.0
512,btc-updown-5m-1783947000,Down,1783947236,0.85,20.0
513,btc-updown-5m-1783947000,Up,1783947190,0.5,20.0
514,btc-updown-5m-1783947000,Up,1783947190,0.5,20.0
515,btc-updown-5m-1783946700,Up,1783946969,0.86,20.0
516,btc-updown-5m-1783946700,Up,1783946968,0.86,20.0
517,btc-updown-5m-1783946700,Down,1783946948,0.08,20.0
518,btc-updown-5m-1783946700,Up,1783946944,0.86,3.03
519,btc-updown-5m-1783946700,Up,1783946944,0.86,20.0
520,btc-updown-5m-1783946400,Down,1783946686,0.02,50.0
521,btc-updown-5m-1783946400,Down,1783946686,0.02,50.0
522,btc-updown-5m-1783946400,Down,1783946663,0.12,14.0
523,btc-updown-5m-1783946400,Up,1783946657,0.95,20.0
524,btc-updown-5m-1783946400,Up,1783946657,0.95,20.0
525,btc-updown-5m-1783946400,Up,1783946609,0.85,20.0
526,btc-updown-5m-1783946100,Down,1783946317,0.96,20.0
527,btc-updown-5m-1783946100,Up,1783946266,0.03,35.0
528,btc-updown-5m-1783945800,Up,1783946071,0.2299999655,20.869564
529,btc-updown-5m-1783945800,Up,1783946071,0.2299999655,20.869564
530,btc-updown-5m-1783945800,Up,1783946068,0.55,20.0
531,btc-updown-5m-1783945800,Up,1783946068,0.55,20.0
532,btc-updown-5m-1783945800,Down,1783945946,0.47,0.85
533,btc-updown-5m-1783945500,Up,1783945781,0.02,50.0
534,btc-updown-5m-1783945500,Up,1783945765,0.05,20.0
535,btc-updown-5m-1783945500,Up,1783945765,0.07,20.0
536,btc-updown-5m-1783945500,Down,1783945706,0.05,20.0
537,btc-updown-5m-1783945500,Down,1783945705,0.04,10.0
538,btc-updown-5m-1783945500,Up,1783945598,0.94,20.0
539,btc-updown-5m-1783945200,Down,1783945445,0.97,20.0
540,btc-updown-5m-1783945200,Down,1783945355,0.87,3.31
541,btc-updown-5m-1783945200,Down,1783945340,0.89,20.0
542,btc-updown-5m-1783945200,Down,1783945340,0.89,20.0
543,btc-updown-5m-1783944900,Down,1783945187,0.23,20.0
544,btc-updown-5m-1783944900,Down,1783945187,0.23,20.0
545,btc-updown-5m-1783944900,Up,1783945187,0.7,4.0
546,btc-updown-5m-1783944900,Up,1783945186,0.7,20.0
547,btc-updown-5m-1783944900,Up,1783945186,0.6499999926,20.307691
548,btc-updown-5m-1783944900,Up,1783945186,0.6299999835,20.634918
549,btc-updown-5m-1783944900,Down,1783945177,0.04,25.0
550,btc-updown-5m-1783944900,Up,1783945141,0.78,5.36
551,btc-updown-5m-1783944900,Up,1783945139,0.78,20.0
552,btc-updown-5m-1783944900,Down,1783945025,0.45,20.0
553,btc-updown-5m-1783944900,Down,1783945025,0.45,20.0
554,btc-updown-5m-1783944600,Down,1783944886,0.77,17.47
555,btc-updown-5m-1783944600,Down,1783944886,0.77,20.0
556,btc-updown-5m-1783944600,Down,1783944886,0.77,20.0
557,btc-updown-5m-1783944600,Up,1783944883,0.5,20.0
558,btc-updown-5m-1783944600,Up,1783944881,0.5,20.0
559,btc-updown-5m-1783944600,Up,1783944881,0.4,20.0
560,btc-updown-5m-1783944600,Up,1783944881,0.4,20.0
561,btc-updown-5m-1783944600,Down,1783944878,0.7,20.0
562,btc-updown-5m-1783944600,Down,1783944878,0.7,6.0
563,btc-updown-5m-1783944600,Up,1783944862,0.89,20.0
564,btc-updown-5m-1783944600,Down,1783944835,0.22,20.0
565,btc-updown-5m-1783944600,Up,1783944820,0.66,20.0
566,btc-updown-5m-1783944600,Up,1783944818,0.66,20.0
567,btc-updown-5m-1783944600,Down,1783944751,0.75,20.0
568,btc-updown-5m-1783944600,Down,1783944743,0.68,20.0
569,btc-updown-5m-1783944600,Down,1783944739,0.68,20.0
570,btc-updown-5m-1783944600,Down,1783944725,0.5,1.73
571,btc-updown-5m-1783944600,Up,1783944668,0.86,20.0
572,btc-updown-5m-1783944600,Up,1783944668,0.8550288975,20.116278
573,btc-updown-5m-1783944600,Up,1783944668,0.85,6.0
574,btc-updown-5m-1783944600,Up,1783944667,0.85,20.0
575,btc-updown-5m-1783944600,Up,1783944667,0.85,20.0
576,btc-updown-5m-1783944600,Up,1783944665,0.85,20.0
577,btc-updown-5m-1783944300,Up,1783944563,0.03,35.0
578,btc-updown-5m-1783944300,Down,1783944553,0.93,10.23
579,btc-updown-5m-1783944300,Up,1783944550,0.06,20.0
580,btc-updown-5m-1783944300,Down,1783944542,0.8899999971,20.674154
581,btc-updown-5m-1783944300,Down,1783944542,0.8899999971,20.674154
582,btc-updown-5m-1783944300,Up,1783944538,0.05,20.0
583,btc-updown-5m-1783944300,Up,1783944538,0.05,20.0
584,btc-updown-5m-1783944300,Down,1783944517,0.93,20.0
585,btc-updown-5m-1783944300,Down,1783944517,0.93,12.0
586,btc-updown-5m-1783944300,Up,1783944515,0.04,25.0
587,btc-updown-5m-1783944300,Down,1783944409,0.35,20.0
588,btc-updown-5m-1783944300,Up,1783944397,0.61,20.0
589,btc-updown-5m-1783944300,Down,1783944388,0.45,20.0
590,btc-updown-5m-1783944300,Down,1783944388,0.45,20.0
591,btc-updown-5m-1783944300,Down,1783944367,0.35,20.0
592,btc-updown-5m-1783944300,Up,1783944337,0.59,20.0
593,btc-updown-5m-1783944300,Up,1783944337,0.59,20.0
594,btc-updown-5m-1783944300,Down,1783944305,0.47,20.0
595,btc-updown-5m-1783944300,Down,1783944305,0.47,20.0
596,btc-updown-5m-1783944000,Up,1783944286,0.0251612911,41.730768
597,btc-updown-5m-1783944000,Up,1783944286,0.022258065,47.173912
598,btc-updown-5m-1783944000,Up,1783944262,0.0750011719,21.333
599,btc-updown-5m-1783944000,Up,1783944254,0.13,2.75
600,btc-updown-5m-1783944000,Up,1783944250,0.1309999643,21.374044
601,btc-updown-5m-1783944000,Up,1783944250,0.1309999643,21.374044
602,btc-updown-5m-1783944000,Up,1783944227,0.39,18.17
603,btc-updown-5m-1783944000,Up,1783944116,0.75,20.0
604,btc-updown-5m-1783944000,Up,1783944116,0.75,20.0
605,btc-updown-5m-1783944000,Up,1783944080,0.24,20.0
606,btc-updown-5m-1783943700,Up,1783943980,0.22,20.0
607,btc-updown-5m-1783943700,Up,1783943978,0.22,20.0
608,btc-updown-5m-1783943700,Down,1783943974,0.64,12.33
609,btc-updown-5m-1783943700,Down,1783943972,0.64,20.0
610,btc-updown-5m-1783943700,Down,1783943972,0.64,20.0
611,btc-updown-5m-1783943700,Up,1783943962,0.2,20.0
612,btc-updown-5m-1783943700,Up,1783943962,0.2,20.0
613,btc-updown-5m-1783943700,Up,1783943957,0.21,20.0
614,btc-updown-5m-1783943700,Up,1783943957,0.21,20.0
615,btc-updown-5m-1783943700,Down,1783943957,0.79,20.0
616,btc-updown-5m-1783943700,Down,1783943956,0.66,5.0
617,btc-updown-5m-1783943700,Down,1783943956,0.64,3.43
618,btc-updown-5m-1783943700,Down,1783943954,0.61,10.41
619,btc-updown-5m-1783943700,Up,1783943953,0.26,6.72
620,btc-updown-5m-1783943700,Up,1783943953,0.25,20.0
621,btc-updown-5m-1783943700,Up,1783943947,0.31,20.0
622,btc-updown-5m-1783943700,Down,1783943942,0.58,17.14
623,btc-updown-5m-1783943700,Down,1783943941,0.58,20.0
624,btc-updown-5m-1783943700,Up,1783943930,0.38,3.71
625,btc-updown-5m-1783943700,Up,1783943921,0.38,20.0
626,btc-updown-5m-1783943700,Up,1783943921,0.38,20.0
627,btc-updown-5m-1783943700,Up,1783943920,0.38,20.0
628,btc-updown-5m-1783943700,Down,1783943918,0.62,20.0
629,btc-updown-5m-1783943700,Down,1783943918,0.62,20.0
630,btc-updown-5m-1783943700,Down,1783943890,0.67,20.0
631,btc-updown-5m-1783943700,Down,1783943890,0.67,20.0
632,btc-updown-5m-1783943400,Down,1783943558,0.49,20.0
633,btc-updown-5m-1783943400,Down,1783943558,0.49,20.0
634,btc-updown-5m-1783943400,Down,1783943557,0.49,20.0
635,btc-updown-5m-1783943400,Down,1783943500,0.29,20.0
636,btc-updown-5m-1783943400,Up,1783943494,0.67,20.0
637,btc-updown-5m-1783943400,Up,1783943494,0.67,20.0
638,btc-updown-5m-1783943400,Up,1783943491,0.57,20.0
639,btc-updown-5m-1783941300,Down,1783941479,0.85,20.0
640,btc-updown-5m-1783941000,Down,1783941272,0.97,20.0
641,btc-updown-5m-1783941000,Down,1783941272,0.97,20.0
642,btc-updown-5m-1783941000,Down,1783941260,0.9,20.0
643,btc-updown-5m-1783941000,Down,1783941259,0.9,20.0
644,btc-updown-5m-1783941000,Down,1783941251,0.9,20.0
645,btc-updown-5m-1783941000,Down,1783941251,0.9,20.0
646,btc-updown-5m-1783941000,Down,1783941248,0.87,20.0
647,btc-updown-5m-1783941000,Down,1783941247,0.87,20.0
648,btc-updown-5m-1783941000,Down,1783941101,0.78,20.0
649,btc-updown-5m-1783941000,Down,1783941100,0.78,20.0
650,btc-updown-5m-1783940700,Up,1783940825,0.94,20.0
651,btc-updown-5m-1783940700,Up,1783940825,0.94,20.0
652,btc-updown-5m-1783940400,Up,1783940545,0.91,20.0
653,btc-updown-5m-1783940400,Down,1783940533,0.04,25.0
654,btc-updown-5m-1783940400,Down,1783940533,0.04,25.0
655,btc-updown-5m-1783940100,Up,1783940206,0.34,20.0
656,btc-updown-5m-1783940100,Up,1783940206,0.34,20.0
657,btc-updown-5m-1783940100,Up,1783940149,0.29,20.0
658,btc-updown-5m-1783939800,Down,1783940074,0.1,18.63
659,btc-updown-5m-1783939800,Up,1783940071,0.84,20.0
660,btc-updown-5m-1783939800,Up,1783940060,0.76,3.09
661,btc-updown-5m-1783939800,Down,1783940032,0.32,20.0
662,btc-updown-5m-1783939800,Up,1783940000,0.58,5.0
663,btc-updown-5m-1783939800,Up,1783940000,0.55,20.0
664,btc-updown-5m-1783939800,Up,1783939907,0.68,20.0
665,btc-updown-5m-1783939800,Up,1783939907,0.68,20.0
666,btc-updown-5m-1783939500,Up,1783939787,0.87,1.6
667,btc-updown-5m-1783939500,Up,1783939787,0.87,20.0
668,btc-updown-5m-1783939500,Down,1783939781,0.1,20.0
669,btc-updown-5m-1783939500,Down,1783939781,0.12,25.0
670,btc-updown-5m-1783939500,Down,1783939780,0.1,30.0
671,btc-updown-5m-1783939500,Up,1783939780,0.76,20.0
672,btc-updown-5m-1783939500,Up,1783939780,0.76,20.0
673,btc-updown-5m-1783939500,Up,1783939769,0.9,20.0
674,btc-updown-5m-1783939500,Up,1783939769,0.9,20.22222
675,btc-updown-5m-1783939500,Down,1783939768,0.04,25.0
676,btc-updown-5m-1783939500,Down,1783939765,0.05,20.0
677,btc-updown-5m-1783939500,Up,1783939760,0.9,20.0
678,btc-updown-5m-1783939500,Up,1783939760,0.8919427809,20.18066
679,btc-updown-5m-1783939500,Up,1783939757,0.95,20.0
680,btc-updown-5m-1783939500,Down,1783939748,0.05,20.0
681,btc-updown-5m-1783939500,Up,1783939747,0.94,20.0
682,btc-updown-5m-1783939500,Up,1783939747,0.94,20.0
683,btc-updown-5m-1783939500,Up,1783939745,0.93,20.0
684,btc-updown-5m-1783939500,Down,1783939666,0.43,14.42
685,btc-updown-5m-1783939500,Down,1783939666,0.44,3.59
686,btc-updown-5m-1783939500,Down,1783939645,0.43,17.0
687,btc-updown-5m-1783939500,Down,1783939627,0.71,20.0
688,btc-updown-5m-1783939500,Up,1783939529,0.79,20.0
689,btc-updown-5m-1783939500,Up,1783939529,0.79,20.0
690,btc-updown-5m-1783939200,Down,1783939298,0.95,20.0
691,btc-updown-5m-1783939200,Down,1783939298,0.95,20.0
692,btc-updown-5m-1783939200,Up,1783939277,0.35,20.0
693,btc-updown-5m-1783939200,Down,1783939262,0.6,20.0
694,btc-updown-5m-1783939200,Down,1783939262,0.6,20.0
695,btc-updown-5m-1783939200,Down,1783939261,0.6,20.0
696,btc-updown-5m-1783939200,Up,1783939243,0.58,20.0
697,btc-updown-5m-1783939200,Up,1783939243,0.58,20.0
698,btc-updown-5m-1783939200,Up,1783939207,0.54,20.0
699,btc-updown-5m-1783939200,Up,1783939207,0.54,20.0
700,btc-updown-5m-1783938900,Up,1783939184,0.11,20.0
701,btc-updown-5m-1783938900,Up,1783939129,0.21,20.0
702,btc-updown-5m-1783938900,Down,1783939124,0.66,13.39
703,btc-updown-5m-1783938900,Down,1783939120,0.55,50.0
704,btc-updown-5m-1783938900,Down,1783939120,0.55,50.0
705,btc-updown-5m-1783938900,Up,1783939088,0.72,30.0
706,btc-updown-5m-1783938900,Up,1783939087,0.67,4.39
707,btc-updown-5m-1783938900,Up,1783939087,0.67,50.0
708,btc-updown-5m-1783938900,Down,1783939067,0.42,50.0
709,btc-updown-5m-1783938900,Up,1783939021,0.74,28.08
710,btc-updown-5m-1783938900,Up,1783939018,0.68,32.47
711,btc-updown-5m-1783938900,Up,1783939013,0.66,10.0
712,btc-updown-5m-1783938900,Up,1783939013,0.67,10.25
713,btc-updown-5m-1783717200,Down,1783717268,0.31,15.0
714,btc-updown-5m-1783717200,Down,1783717268,0.31,50.0
715,btc-updown-5m-1783716900,Down,1783717124,0.93,50.0
716,btc-updown-5m-1783716900,Up,1783717081,0.09,43.55
717,btc-updown-5m-1783716900,Up,1783717040,0.09,33.0
718,btc-updown-5m-1783716900,Down,1783716950,0.66,37.92
719,btc-updown-5m-1783716900,Down,1783716950,0.6558009128,51.082573
720,btc-updown-5m-1783716600,Down,1783716887,0.86,45.2
721,btc-updown-5m-1783716600,Down,1783716848,0.73,35.78
722,btc-updown-5m-1783716600,Up,1783716791,0.46,45.0
723,btc-updown-5m-1783716600,Up,1783716790,0.45,30.0
724,btc-updown-5m-1783716600,Up,1783716788,0.4321428537,50.909089
725,btc-updown-5m-1783716600,Up,1783716788,0.4284019817,51.353635
726,btc-updown-5m-1783716600,Down,1783716760,0.77,50.0
727,btc-updown-5m-1783716600,Down,1783716760,0.76,10.0
728,btc-updown-5m-1783716300,Up,1783716583,0.11,50.0
729,btc-updown-5m-1783716300,Up,1783716583,0.11,26.99
730,btc-updown-5m-1783716300,Up,1783716562,0.17,15.94
731,btc-updown-5m-1783716300,Down,1783716479,0.88,32.68
732,btc-updown-5m-1783716300,Down,1783716334,0.72,25.0
733,btc-updown-5m-1783716300,Down,1783716328,0.68,50.0
734,btc-updown-5m-1783716300,Down,1783716308,0.62,50.0
735,btc-updown-5m-1783716300,Down,1783716308,0.62,50.0
736,btc-updown-5m-1783716000,Up,1783716281,0.76,50.0
737,btc-updown-5m-1783716000,Up,1783716244,0.57,44.01
738,btc-updown-5m-1783716000,Up,1783716244,0.56,37.83
739,btc-updown-5m-1783716000,Up,1783716190,0.56,50.0
740,btc-updown-5m-1783716000,Up,1783716190,0.56,50.0
741,btc-updown-5m-1783716000,Up,1783716145,0.43,50.0
742,btc-updown-5m-1783716000,Up,1783716143,0.43,50.0
743,btc-updown-5m-1783715700,Up,1783715713,0.62,50.0
744,btc-updown-5m-1783715400,Up,1783715663,0.97,50.0
745,btc-updown-5m-1783715400,Up,1783715581,0.92,50.0
746,btc-updown-5m-1783715400,Up,1783715581,0.92,1.35
747,btc-updown-5m-1783715100,Down,1783715387,0.95,50.0
748,btc-updown-5m-1783714800,Up,1783715078,0.18,32.22
749,btc-updown-5m-1783714800,Up,1783715065,0.3899999902,51.28205
750,btc-updown-5m-1783714800,Up,1783715060,0.4099999932,40.975608
751,btc-updown-5m-1783714800,Down,1783715059,0.47,10.61
752,btc-updown-5m-1783714800,Up,1783714969,0.9,50.0
753,btc-updown-5m-1783714800,Up,1783714966,0.9,15.0
754,btc-updown-5m-1783714800,Up,1783714966,0.9,50.0
755,btc-updown-5m-1783714800,Up,1783714963,0.8672089813,50.160915
756,btc-updown-5m-1783714800,Down,1783714957,0.04,50.0
757,btc-updown-5m-1783714800,Down,1783714955,0.04,62.5
758,btc-updown-5m-1783714800,Up,1783714904,0.67,50.0
759,btc-updown-5m-1783714800,Down,1783714885,0.85,45.0
760,btc-updown-5m-1783714800,Down,1783714885,0.85,50.0
761,btc-updown-5m-1783714800,Down,1783714865,0.8,50.0
762,btc-updown-5m-1783714800,Down,1783714805,0.64,42.23
763,btc-updown-5m-1783714500,Down,1783714741,0.38,50.0
764,btc-updown-5m-1783714500,Down,1783714705,0.37,50.0
765,btc-updown-5m-1783714500,Down,1783714705,0.3699999903,51.35135
766,btc-updown-5m-1783714500,Up,1783714672,0.91,50.0
767,btc-updown-5m-1783714500,Down,1783714624,0.0683333333,30.0
768,btc-updown-5m-1783714500,Up,1783714597,0.95,50.0
769,btc-updown-5m-1783714500,Up,1783714597,0.95,20.0
770,btc-updown-5m-1783714500,Up,1783714592,0.72,25.0
771,btc-updown-5m-1783714500,Up,1783714592,0.7099999992,50.704224
772,btc-updown-5m-1783714500,Up,1783714589,0.74,50.0
773,btc-updown-5m-1783714200,Up,1783714324,0.27,50.0
774,btc-updown-5m-1783714200,Down,1783714316,0.71,50.0
775,btc-updown-5m-1783713900,Up,1783714183,0.0599999842,58.333332
776,btc-updown-5m-1783713900,Up,1783714183,0.06,30.0
777,btc-updown-5m-1783713900,Down,1783714178,0.89,49.38
778,btc-updown-5m-1783713900,Up,1783714166,0.16,53.125
779,btc-updown-5m-1783713900,Up,1783714166,0.16,53.125
780,btc-updown-5m-1783713900,Up,1783714117,0.47,50.0
781,btc-updown-5m-1783713600,Down,1783713724,0.84,5.02
782,btc-updown-5m-1783713300,Down,1783713559,0.978,19.31
783,btc-updown-5m-1783713300,Up,1783713496,0.03,50.0
784,btc-updown-5m-1783713300,Down,1783713407,0.87,50.0
785,btc-updown-5m-1783713300,Down,1783713407,0.87,50.0
786,btc-updown-5m-1783713000,Down,1783713254,0.02,50.0
787,btc-updown-5m-1783713000,Down,1783713254,0.02,50.0
788,btc-updown-5m-1783713000,Up,1783713233,0.89,10.0
789,btc-updown-5m-1783713000,Up,1783713233,0.88,10.0
790,btc-updown-5m-1783713000,Up,1783713136,0.77,50.0
791,btc-updown-5m-1783713000,Up,1783713083,0.77,15.0
792,btc-updown-5m-1783713000,Up,1783713083,0.77,50.0
793,btc-updown-5m-1783713000,Up,1783713082,0.7299999966,50.684929
794,btc-updown-5m-1783713000,Down,1783713076,0.49,50.0
795,btc-updown-5m-1783713000,Down,1783713073,0.48,50.0
796,btc-updown-5m-1783712700,Down,1783712987,0.9,28.72
797,btc-updown-5m-1783712700,Down,1783712957,0.57,50.0
798,btc-updown-5m-1783712700,Down,1783712878,0.51,50.0
799,btc-updown-5m-1783712700,Down,1783712878,0.5,0.31
800,btc-updown-5m-1783712700,Up,1783712854,0.45,50.0
801,btc-updown-5m-1783712700,Up,1783712816,0.49,45.0
802,btc-updown-5m-1783712700,Up,1783712815,0.49,50.0
803,btc-updown-5m-1783712700,Down,1783712800,0.41,26.42
804,btc-updown-5m-1783712400,Down,1783712423,0.67,50.0
805,btc-updown-5m-1783712400,Down,1783712423,0.67,50.0
806,btc-updown-5m-1783712100,Up,1783712344,0.94,50.0
807,btc-updown-5m-1783712100,Down,1783712344,0.02,50.0
808,btc-updown-5m-1783712100,Down,1783712269,0.04,50.0
809,btc-updown-5m-1783712100,Down,1783712254,0.07,50.0
810,btc-updown-5m-1783712100,Down,1783712254,0.07,42.73
811,btc-updown-5m-1783712100,Up,1783712134,0.69,29.25
812,btc-updown-5m-1783712100,Up,1783712132,0.69,50.0
813,btc-updown-5m-1783711800,Down,1783711918,0.18,50.0
814,btc-updown-5m-1783711500,Up,1783711613,0.78,50.0
815,btc-updown-5m-1783711500,Up,1783711613,0.78,50.0
816,btc-updown-5m-1783711500,Down,1783711588,0.3,50.0
817,btc-updown-5m-1783711500,Up,1783711562,0.58,30.0
818,btc-updown-5m-1783711500,Up,1783711559,0.48,50.0
819,btc-updown-5m-1783711200,Down,1783711453,0.96,40.73
