slug,fav_side,fire_us,maker_bid,taker_ask,won,cl_basis_bps,outcome_cl,total_sell_usd,first_fill_us,fill_usd_opt,filled_opt,fill_shares_opt,fill_usd_cons,filled_cons,fill_shares_cons,maker_pnl_opt,maker_pnl_cons,taker_pnl,price_improvement,spread_pnl_opt,basis_q
btc-updown-5m-1778204400,Up,1778204520000000,0.20999999344348907,0.2199999988079071,False,1.6845114063968418,Down,452.30390000000006,1778204655724000.0,25.0,True,119.04762276446209,25.0,True,119.04762276446209,-25.01,-25.01,-25.0,0.01000000536441803,1.180476866265835,0
btc-updown-5m-1778204700,Up,1778204820000000,0.5,0.5199999809265137,False,1.7189745537529488,Down,707.489762,1778204821107000.0,25.0,True,50.0,25.0,True,50.0,-25.01,-25.01,-25.0,0.019999980926513672,0.9899990463256836,0
btc-updown-5m-1778205000,Down,1778205120000000,0.8700000047683716,0.8799999952316284,True,-0.6203361614653818,Down,438.20200000000006,1778205121142000.0,25.0,True,28.7356320264113,25.0,True,28.7356320264113,3.725632026411298,3.725632026411298,3.340909241767955,0.009999990463256836,0.27735604621977067,0
btc-updown-5m-1778205300,Up,1778205420000000,0.12999999523162842,0.14000000059604645,False,1.5432339965476947,Down,236.471695,1778205458335000.0,25.0,True,192.30769936149667,25.0,True,192.30769936149667,-25.01,-25.01,-25.0,0.01000000536441803,1.9130780252338564,0
btc-updown-5m-1778205600,Up,1778205720000000,0.009999999776482582,0.019999999552965164,False,1.3239630926103398,Down,2.59516,1778205869190000.0,2.59516,True,259.51600580063473,0.0,False,0.0,-2.6051599999999997,0.0,-25.0,0.009999999776482582,2.58516,0
btc-updown-5m-1778205900,Up,1778206020000000,0.20999999344348907,0.2199999988079071,False,3.3121678354692845,Down,232.9557,1778206030881000.0,25.0,True,119.04762276446209,25.0,True,119.04762276446209,-25.01,-25.01,-25.0,0.01000000536441803,1.180476866265835,1
btc-updown-5m-1778206200,Up,1778206320000000,0.6700000166893005,0.699999988079071,True,0.7204940245541448,Up,198.7851,1778206320480000.0,25.0,True,37.31343190636555,25.0,True,37.31343190636555,12.303431906365553,12.303431906365553,10.500000596046457,0.029999971389770508,1.1094018896451165,0
btc-updown-5m-1778206500,Up,1778206620000000,0.029999999329447746,0.03999999910593033,False,0.4136744214176726,Down,8.1849,1778206620886000.0,8.1849,True,272.83000609822585,0.0,False,0.0,-8.1949,0.0,-25.0,0.009999999776482582,2.7183,0
btc-updown-5m-1778206800,Up,1778206920000000,0.9200000166893005,0.9300000071525574,True,0.4695516277894511,Up,0.0,,0.0,False,0.0,0.0,False,0.0,0.0,0.0,1.8440858188950695,0.009999990463256836,0.0,0
btc-updown-5m-1778207100,Down,1778207220000000,0.6800000071525574,0.699999988079071,True,-0.04162618891526157,Down,113.818,1778207228176000.0,25.0,True,36.76470549564461,25.0,True,36.76470549564461,11.754705495644611,11.754705495644611,10.500000596046457,0.019999980926513672,0.7252934086817846,0
btc-updown-5m-1778207400,Up,1778207520000000,0.5899999737739563,0.6000000238418579,True,1.91453197577934,Up,0.0,,0.0,False,0.0,0.0,False,0.0,0.0,0.0,16.333331710762515,0.010000050067901611,0.0,0
btc-updown-5m-1778207700,Up,1778207820000000,0.03999999910593033,0.05000000074505806,False,1.5697242032900234,Down,18.4532,1778207838820000.0,18.4532,True,461.33001031152924,0.0,False,0.0,-18.4632,0.0,-25.0,0.010000001639127731,4.603300859294106,0
btc-updown-5m-1778208000,Up,1778208120000000,0.5299999713897705,0.5400000214576721,True,0.22618643157040424,Up,391.7912,1778208138945000.0,25.0,True,47.1698138670551,25.0,True,47.1698138670551,22.159813867055092,22.159813867055092,20.870368567513903,0.010000050067901611,0.46170050036415067,0
btc-updown-5m-1778208300,Up,1778208420000000,0.9200000166893005,0.9300000071525574,True,2.1955839453231456,Up,348.1758,1778208421618000.0,25.0,True,27.1739125505287,25.0,True,27.1739125505287,2.163912550528703,2.163912550528703,1.8440858188950695,0.009999990463256836,0.26173886635466226,0
btc-updown-5m-1778208600,Up,1778208720000000,0.3100000023841858,0.3199999928474426,False,1.5199318692141317,Down,136.739642,1778208720205000.0,25.0,True,80.64516067008695,25.0,True,80.64516067008695,-25.01,-25.01,-25.0,0.009999990463256836,0.7964508376086847,0
btc-updown-5m-1778208900,Up,1778209020000000,0.11999999731779099,0.12999999523162842,False,1.7726647387861068,Down,246.45216,1778209033043000.0,25.0,True,208.3333379899463,25.0,True,208.3333379899463,-25.01,-25.01,-25.0,0.009999997913837433,2.073332945282252,0
btc-updown-5m-1778209200,Up,1778209320000000,0.019999999552965164,0.029999999329447746,False,3.0310299118468,Down,1.38964,1778209337038000.0,1.38964,True,69.48200155304376,0.0,False,0.0,-1.39964,0.0,-25.0,0.009999999776482582,0.68482,1
btc-updown-5m-1778209500,Up,1778209620000000,0.550000011920929,0.5600000023841858,True,1.5524381147604314,Up,33.661,1778209621751000.0,25.0,True,45.45454446934474,0.0,False,0.0,20.444544469344734,0.0,19.249999813735485,0.009999990463256836,0.4445450112051311,0
btc-updown-5m-1778209800,Up,1778209920000000,0.8399999737739563,0.8600000143051147,True,1.8558642962342622,Up,287.4797,1778209921863000.0,25.0,True,29.761905691115523,25.0,True,29.761905691115523,4.751905691115523,4.751905691115523,3.988371619151831,0.020000040531158447,0.5852393201068257,0
btc-updown-5m-1778210100,Up,1778210220000000,0.8799999952316284,0.8899999856948853,True,0.7583774211494987,Up,1050.4961,1778210220541000.0,25.0,True,28.409091063028526,25.0,True,28.409091063028526,3.399091063028526,3.399091063028526,3.0280903301039226,0.009999990463256836,0.27409063970008024,0
btc-updown-5m-1778210400,Up,1778210520000000,0.7400000095367432,0.75,True,2.03460272787486,Up,1972.81803,1778210523688000.0,25.0,True,33.78378334839559,25.0,True,33.78378334839559,8.773783348395588,8.773783348395588,8.166666666666668,0.009999990463256836,0.327837511296691,0
btc-updown-5m-1778210700,Up,1778210820000000,0.17000000178813934,0.18000000715255737,False,1.1048931684973606,Down,102.510464,1778210821020000.0,25.0,True,147.05882198257845,25.0,True,147.05882198257845,-25.010000000000005,-25.010000000000005,-25.0,0.01000000536441803,1.4605890087107807,0
btc-updown-5m-1778211000,Up,1778211120000000,0.46000000834465027,0.47999998927116394,True,1.5422471964053936,Up,0.0,,0.0,False,0.0,0.0,False,0.0,0.0,0.0,26.541667807536843,0.019999980926513672,0.0,0
btc-updown-5m-1778211300,Up,1778211420000000,0.38999998569488525,0.4000000059604645,False,1.3093911930656723,Down,417.62445,1778211501401000.0,25.0,True,64.10256645383222,25.0,True,64.10256645383222,-25.01,-25.01,-25.0,0.010000020265579224,0.6310269636139612,0
btc-updown-5m-1778211600,Up,1778211720000000,0.5600000023841858,0.5699999928474426,True,1.223843077195757,Up,48.5135,1778211720950000.0,25.0,True,44.64285695279131,0.0,False,0.0,19.63285695279131,0.0,18.482456679709625,0.009999990463256836,0.43642814378045225,0
btc-updown-5m-1778211900,Up,1778212020000000,0.4099999964237213,0.41999998688697815,False,0.7905697505508869,Down,281.92990000000003,1778212020402000.0,25.0,True,60.9756102879653,25.0,True,60.9756102879653,-25.01,-25.01,-25.0,0.009999990463256836,0.5997555213709185,0
btc-updown-5m-1778212200,Up,1778212320000000,0.7200000286102295,0.7300000190734863,True,2.307327653626764,Up,1195.45137,1778212321000000.0,25.0,True,34.72222084248513,25.0,True,34.72222084248513,9.712220842485129,9.712220842485129,9.061642958715701,0.009999990463256836,0.337221877287949,0
btc-updown-5m-1778212500,Up,1778212620000000,0.14000000059604645,0.15000000596046448,False,0.7823234813215548,Down,149.7425,1778212627728000.0,25.0,True,178.57142781116525,25.0,True,178.57142781116525,-25.01,-25.01,-25.0,0.01000000536441803,1.7757152360434394,0
btc-updown-5m-1778212800,Up,1778212920000000,0.8100000023841858,0.8199999928474426,True,1.4693837119657465,Up,89.891,1778212920080000.0,25.0,True,30.864197440017307,25.0,True,30.864197440017307,5.854197440017307,5.854197440017307,5.378049041102999,0.009999990463256836,0.29864168005624914,0
btc-updown-5m-1778213100,Up,1778213220000000,0.699999988079071,0.7099999785423279,True,1.8328537771756614,Up,0.0,,0.0,False,0.0,0.0,False,0.0,0.0,0.0,10.007043296395523,0.009999990463256836,0.0,0
