sid,fire_us,pnl,won,vwap,slug
poly_sniper_v5_sol_5m_cci_f7_mfi_partial_vwap_v6,1779933600000000,3.5412881355932204,1,0.5804801259346714,sol-updown-5m-1779933300
poly_sniper_v5_sol_5m_rf_tr_partial_mid,1779933900000000,1.0108168674698803,1,0.8289886338666825,sol-updown-5m-1779933600
poly_sniper_v5_sol_5m_rf_tr_partial_mid,1779934200000000,0.8647058823529413,1,0.85,sol-updown-5m-1779933900
poly_sniper_v5_sol_5m_rf_tr_partial_mid,1779934500000000,7.341873170731706,1,0.40026554201811937,sol-updown-5m-1779934200
poly_sniper_v5_sol_5m_rf_tr_partial_mid,1779934500000000,-5.0,0,0.65,sol-updown-5m-1779934200
poly_sniper_v5_sol_5m_btcf7_f7overb_ema800_vwap_v7,1779934500000000,5.3083333333333345,1,0.4799999999999999,sol-updown-5m-1779934200
poly_sniper_v5_sol_5m_rf_tr_partial_mid,1779934800000000,0.35290425531914915,1,0.9328173067381165,sol-updown-5m-1779934500
poly_sniper_v5_sol_5m_rf_tr_partial_mid,1779934800000000,0.7976744186046505,1,0.8600000000000001,sol-updown-5m-1779934500
poly_sniper_v5_sol_5m_f7_mfi_ema200_vwap_v6,1779935100000000,1.7216216216216216,1,0.74,sol-updown-5m-1779934800
poly_sniper_v5_sol_5m_rf_tr_partial_mid,1779935400000000,-5.0,0,0.45999999999999996,sol-updown-5m-1779935100
poly_sniper_v5_sol_5m_j_2asset_trending_cci_rf_ema200_v8,1779935700000000,0.5444444444444443,1,0.9,sol-updown-5m-1779935400
poly_sniper_v5_sol_5m_j_2asset_trending_cci_rf_ema200_v8,1779936300000000,0.04949494949494898,1,0.9900000000000001,sol-updown-5m-1779936000
