n_thr,flow_thr,sa_thr,asz_thr,off_thr,n,wr_follow,mean_follow,sum_follow,wr_fade,mean_fade,sum_fade
10,0.3,1.005,1000,120,448,0.6607142857142857,-0.15166998326998532,-67.94815250495343,0.3392857142857143,0.8276140254619506,370.7710834069539
10,0.3,1.005,1000,240,131,0.648854961832061,-0.2685355696777667,-35.17815962778744,0.3511450381679389,3.2164401334053814,421.35365747610496
10,0.3,1.005,1000,270,81,0.6296296296296297,-0.2962889063549995,-23.99940141475496,0.37037037037037035,3.7410820908263736,303.02764935693625
10,0.3,1.01,100,60,3457,0.5620480185131617,-0.17354017756221338,-599.9283938325716,0.4379519814868383,0.4555807685153257,1574.9427167574809
10,0.3,1.01,100,120,2773,0.5842048323115759,-0.17153935820341307,-475.6786402980644,0.4157951676884241,0.45960847583813597,1274.494303499151
10,0.3,1.01,100,240,801,0.5717852684144819,-0.20231045245040338,-162.0506724127731,0.4282147315855181,1.4966218038986203,1198.7940649227949
10,0.3,1.01,100,270,319,0.6332288401253918,-0.10276261309562951,-32.781273577505814,0.3667711598746082,1.5779260089137008,503.3583968434706
10,0.3,1.01,500,60,1255,0.6605577689243027,-0.01707732310498108,-21.432040496751256,0.3394422310756972,0.13987650297614176,175.54501123505793
10,0.3,1.01,500,120,1021,0.7051909892262488,-0.0014892463254106293,-1.5205204982442524,0.2948090107737512,0.053898654968275256,55.03052672260904
10,0.3,1.01,500,240,212,0.7169811320754716,-0.014098893400584277,-2.988965400923867,0.2830188679245283,1.425979220731804,302.30759479514245
10,0.3,1.01,500,270,110,0.7909090909090909,0.16643457503799697,18.307803254179667,0.20909090909090908,2.1215837058308287,233.37420764139114
10,0.3,1.01,1000,60,303,0.6270627062706271,-0.19951841477405668,-60.45407967653917,0.37293729372937295,1.1734481797747176,355.55479847173945
10,0.3,1.01,1000,120,263,0.6463878326996197,-0.24866989129379685,-65.40018141026857,0.35361216730038025,1.2732944416731087,334.8764381600276
10,0.3,1.01,1000,240,97,0.7319587628865979,-0.2021637222217453,-19.609881055509295,0.26804123711340205,3.6335240501969666,352.4518328691058
10,0.3,1.01,1000,270,63,0.7142857142857143,-0.22439898937501324,-14.137136330625834,0.2857142857142857,4.083566838237184,257.2647108089426
10,0.3,1.02,100,60,852,0.3755868544600939,-0.44008555008243144,-374.9528886702316,0.6244131455399061,0.6231298299841319,530.9066151464804
10,0.3,1.02,100,120,672,0.4017857142857143,-0.40561778678681276,-272.5751527207382,0.5982142857142857,0.5890083572307713,395.8136160590783
10,0.3,1.02,100,240,219,0.589041095890411,-0.0779900266230693,-17.079815830452176,0.410958904109589,0.5057106312350387,110.75062824047346
